wf,n_signals,oracle_tie_rate,oracle_unique_rate,oracle_contains_SKIP_share,oracle_unique_SKIP_share,oracle_contains_MARKET_share,oracle_unique_MARKET_share,oracle_contains_LIMIT_RR3_share,oracle_unique_LIMIT_RR3_share,oracle_contains_REASSESS_RR3_share,oracle_unique_REASSESS_RR3_share,n_best_eq_1_share,n_best_eq_2_share,n_best_eq_3_share,n_best_eq_4_share
WF1,3160,0.47151898734177217,0.5284810126582279,0.605379746835443,0.20284810126582278,0.5835443037974684,0.3246835443037975,0.4306962025316456,0.0,0.46930379746835443,0.0009493670886075949,0.5284810126582279,0.09208860759493671,0.14145569620253165,0.2379746835443038
WF2,2847,0.4594309799789252,0.5405690200210748,0.587284861257464,0.19669827889005972,0.5735862311204777,0.3424657534246575,0.39655778011942394,0.0,0.4548647699332631,0.0014049877063575693,0.5405690200210748,0.11801896733403583,0.12996136283807516,0.2114506498068142
WF3,3008,0.4454787234042553,0.5545212765957447,0.5648271276595744,0.20445478723404256,0.555186170212766,0.3464095744680851,0.40458776595744683,0.0,0.4454787234042553,0.0036569148936170214,0.5545212765957447,0.10571808510638298,0.15492021276595744,0.1848404255319149
