horizon,approx_minutes,scope,n,q10,q50,q90,width_90_10,asym_90_plus_10,mean,positive_rate,norm_q10,norm_q50,norm_q90
4,60,full_valid_sample,3297,-0.00950617818109824,-0.0002134851458028,0.009590920632726683,0.019097098813824924,8.474245162844347e-05,-0.00015727340191509318,0.48498635122838946,-1.2470954495277866,-0.0229405592096155,1.2448420014025545
4,60,pooled_purged_oos,2250,-0.00900009376401636,-7.028396670488122e-05,0.00994932611654123,0.018949419880557587,0.0009492323525248699,3.254489024069554e-05,0.49244444444444446,-1.1939564712799398,-0.012718989801333,1.3080939017908846
8,120,full_valid_sample,3293,-0.01562119226391678,-0.000358851678492,0.014896098422798543,0.030517290686715322,-0.0007250938411182371,-0.00033184294289420585,0.48314606741573035,-1.5500679501463392,-0.0290029635566482,1.4812263871275984
8,120,pooled_purged_oos,2250,-0.01422557996327564,-0.00026470705872924996,0.015260136753340986,0.029485716716616626,0.0010345567900653455,9.441454209425881e-05,0.488,-1.4171211871133476,-0.0203086314657629,1.5839866492013495
16,240,full_valid_sample,3285,-0.0246437692260003,-0.0007216664246286,0.02257186053885607,0.04721562976485637,-0.002071908687144231,-0.0006901049421644674,0.4855403348554033,-1.6580390604983108,-0.0365741793463827,1.548751964700016
16,240,pooled_purged_oos,2250,-0.021835860116464302,6.61858511667293e-05,0.022517870969334695,0.044353731085799,0.0006820108528703926,0.0003170872332420023,0.5013333333333333,-1.445971468454052,0.00471449981936025,1.614364732031552
