horizon,approx_minutes,feature,fold,train_rows,test_rows,purge_rows,state_bin,feature_min,feature_max,n,q10,q50,q90,width_90_10,asym_90_plus_10,mean,positive_rate,norm_q10,norm_q50,norm_q90,baseline_q10,baseline_q50,baseline_q90
8,120,feat_15m_ret_1,3,2350,450,8,1,-0.0246363474691051,-0.0024378821263084,63,-0.012096719766094239,0.0005593710329515,0.014257551219676541,0.02635427098577078,0.002160831453582302,0.000539698133626214,0.5079365079365079,-1.038770064572719,0.0394752833810834,1.563722859742981,-0.009277757718818098,0.0015092330968358501,0.014540742741586387
8,120,feat_15m_ret_1,3,2350,450,8,2,-0.0023747042780595,-0.0006981290425969,88,-0.00881256319140859,0.0011284065705043,0.014480877847434948,0.023293441038843538,0.005668314656026359,0.0018956213205730903,0.5795454545454546,-1.0320179409639343,0.1241448388374443,1.9980891021679135,-0.009277757718818098,0.0015092330968358501,0.014540742741586387
8,120,feat_15m_ret_1,3,2350,450,8,3,-0.0006876934408754,0.0006587181583288,116,-0.00921918351379165,0.0024324823025694,0.0134027267695732,0.02262191028336485,0.00418354325578155,0.0018735744147203868,0.5689655172413793,-0.9800238081666923,0.23536304859793275,1.6396897775821369,-0.009277757718818098,0.0015092330968358501,0.014540742741586387
8,120,feat_15m_ret_1,3,2350,450,8,4,0.0006853796336709,0.0023994365781465,105,-0.00923076493837088,0.0026300973267543,0.01580395428018147,0.02503471921855235,0.00657318934181059,0.002701842568838422,0.6,-0.963741321555928,0.2276236534722374,2.0472288731284096,-0.009277757718818098,0.0015092330968358501,0.014540742741586387
8,120,feat_15m_ret_1,3,2350,450,8,5,0.0024283191161149,0.0159692782106137,78,-0.009507100356864449,0.0014324112000175,0.015312704446646232,0.024819804803510682,0.005805604089781783,0.001556421933342179,0.5641025641025641,-1.0152406624377883,0.18931763599579748,1.9672079262682254,-0.009277757718818098,0.0015092330968358501,0.014540742741586387
8,120,feat_15m_ret_1,4,2800,450,8,1,-0.0329786166770791,-0.0022882597572433,84,-0.01519015744856899,8.90155906221565e-05,0.01221192511589488,0.027402082564463873,-0.0029782323326741095,-6.28191029696138e-05,0.5,-1.2616248717465763,0.012673071556312851,1.3527515785868858,-0.012837725399022918,0.00053390256477075,0.013578731086897142
8,120,feat_15m_ret_1,4,2800,450,8,2,-0.0022624444039696,-0.0006166749085423,84,-0.01050122209937358,0.0016082222267154,0.014018702515234432,0.024519924614608012,0.0035174804158608526,0.0016277452447326563,0.5714285714285714,-1.0100791103387126,0.14571541201148755,1.6295404188049738,-0.012837725399022918,0.00053390256477075,0.013578731086897142
8,120,feat_15m_ret_1,4,2800,450,8,3,-0.0005955216945885,0.0006674960046382,102,-0.01302178511815136,-0.0001893341770809,0.01901973766386121,0.03204152278201257,0.005997952545709851,0.0020727966639769967,0.49019607843137253,-1.5767663355709178,-0.008411280104825399,2.0564729475554855,-0.012837725399022918,0.00053390256477075,0.013578731086897142
8,120,feat_15m_ret_1,4,2800,450,8,4,0.0007016425100481,0.0023370797154331,86,-0.00920301169855035,0.00015534660050608396,0.0132209148564977,0.02242392655504805,0.004017903157947349,0.0008554817652104893,0.5116279069767442,-0.9185175494187643,0.016803605445181148,1.562443447921082,-0.012837725399022918,0.00053390256477075,0.013578731086897142
8,120,feat_15m_ret_1,4,2800,450,8,5,0.0023517362423284,0.0290578891344583,94,-0.014248790882959259,0.0007790026412193001,0.011080424293749521,0.02532921517670878,-0.003168366589209737,-0.0006740758850709437,0.5319148936170213,-1.3845749363349997,0.06629689658321145,1.028537139017908,-0.012837725399022918,0.00053390256477075,0.013578731086897142
8,120,feat_15m_ret_4,0,1000,450,8,1,-0.0581715016058002,-0.0060679030753689,114,-0.0222590666218235,-0.00154079433668795,0.013784445495665501,0.036043512117489004,-0.008474621126157999,-0.0022620413598692145,0.41228070175438597,-1.3679898974092024,-0.08316111718419035,0.7295755844921631,-0.02241947463519929,-0.0014070872419927002,0.01515003334060367
8,120,feat_15m_ret_4,0,1000,450,8,2,-0.0058837825841031,-0.0018604656529195,89,-0.022988123472862457,-0.0047536544838143,0.012305914337981215,0.03529403781084367,-0.010682209134881241,-0.005151815615007228,0.33707865168539325,-2.109802329698722,-0.4164622868936684,0.7982821847267423,-0.02241947463519929,-0.0014070872419927002,0.01515003334060367
8,120,feat_15m_ret_4,0,1000,450,8,3,-0.0018060577290448,0.0011888487401527,73,-0.0275222307064831,-0.0013995803544232,0.010432401494647,0.0379546322011301,-0.017089829211836098,-0.004754578257346465,0.3972602739726027,-1.846096278729336,-0.1617130736951084,1.1654969102008625,-0.02241947463519929,-0.0014070872419927002,0.01515003334060367
8,120,feat_15m_ret_4,0,1000,450,8,4,0.0012676950778622,0.0050690055032962,72,-0.018906883729966698,-0.00022046108151544996,0.021729911247691924,0.040636794977658625,0.002823027517725226,0.000600409418454911,0.5,-1.4748622404143013,-0.020410380586325,1.9358444458319728,-0.02241947463519929,-0.0014070872419927002,0.01515003334060367
8,120,feat_15m_ret_4,0,1000,450,8,5,0.0051076360583461,0.0364815106706615,102,-0.012602675345218209,-0.0004458852667218,0.01737782706059425,0.02998050240581246,0.0047751517153760414,0.000643631490555962,0.4803921568627451,-0.7298457316575162,-0.0214289012121673,1.0129783264754098,-0.02241947463519929,-0.0014070872419927002,0.01515003334060367
8,120,feat_15m_ret_4,1,1450,450,8,1,-0.0426267082495428,-0.0066645867362638,68,-0.012202622111495089,-0.0017954936747903,0.01668851824141729,0.028891140352912376,0.004485896129922199,0.0019162913472755478,0.4264705882352941,-0.8187411009841898,-0.14406665861097775,1.6914650470156798,-0.01354596630010237,-0.0012982583706866498,0.019371714412347113
8,120,feat_15m_ret_4,1,1450,450,8,2,-0.0064546097766786,-0.0019885493575806,118,-0.01155530153403594,-0.00046154171333415,0.019553967858383065,0.031109269392419002,0.007998666324347125,0.0008674442375093034,0.4830508474576271,-1.316212218214646,-0.05470843656388325,1.7059709029954484,-0.01354596630010237,-0.0012982583706866498,0.019371714412347113
8,120,feat_15m_ret_4,1,1450,450,8,3,-0.0019743343037177,0.0011451282784484,95,-0.013591531654986938,-0.00139585917842,0.016558314169199985,0.03014984582418692,0.0029667825142130465,-0.0007063091476781561,0.4105263157894737,-1.8968291069691714,-0.1241381592508875,1.474788080091138,-0.01354596630010237,-0.0012982583706866498,0.019371714412347113
