horizon,feature,state_bin,n,q10,q50,q90,width_90_10,asym_90_plus_10,mean,positive_rate,norm_q10,norm_q50,norm_q90,folds
4,feat_15m_location_32,1,393,-0.01077912982253552,0.0008492054374222,0.010592927400485484,0.021372057223021004,-0.00018620242205003718,0.0001990592953361938,0.5241730279898219,-1.2443179626302414,0.0943221139685747,1.0093634333977959,5
4,feat_15m_location_32,2,422,-0.00956757696063632,-0.00118313696576705,0.008399390441864852,0.01796696740250117,-0.0011681865187714684,-0.0009598274850482338,0.4194312796208531,-1.1474246060699258,-0.1005016891723838,1.1217179654612794,5
4,feat_15m_location_32,3,409,-0.00962775583655804,0.0004201974990042,0.009848342535906116,0.019476098372464154,0.00022058669934807602,0.00040443838285557154,0.5281173594132029,-1.3169644088136379,0.0547236038235575,1.4605539943284387,5
4,feat_15m_location_32,4,443,-0.00869300878485222,6.945167902221645e-05,0.00991670585333962,0.01860971463819184,0.0012236970684874008,0.000159126596700991,0.5011286681715575,-1.291760848992006,0.008199324838827,1.5958870082168373,5
4,feat_15m_location_32,5,583,-0.00705559317567302,-0.0001388406805423,0.01054376124341998,0.017599354419093,0.0034881680677469606,0.00028153433574327244,0.4922813036020583,-0.9240739396113293,-0.0229405592096155,1.3982098024909073,5
4,feat_15m_oi_log_change_4,1,420,-0.011490256804543771,6.678674384926949e-05,0.009661066944859112,0.021151323749402883,-0.0018291898596846587,-0.0005619136909534262,0.5023809523809524,-1.5139311402812292,0.0057481774439004,1.2402529550024137,5
4,feat_15m_oi_log_change_4,2,482,-0.01036371881441955,0.0001637933144267,0.013257766606094923,0.023621485420514475,0.002894047791675373,0.0007450351769745739,0.508298755186722,-1.5187653562390302,0.023382120919305402,1.971487241335753,5
4,feat_15m_oi_log_change_4,3,460,-0.00794619193561923,-6.678447122775162e-05,0.00945216365504153,0.01739835559066076,0.0015059717194222996,0.00025124836438880004,0.4934782608695652,-1.0763366051034986,-0.0095123300973669,1.3080939017908841,5
4,feat_15m_oi_log_change_4,4,474,-0.0072367415690061795,-0.00050367823395825,0.0068143295290048166,0.014051071098010997,-0.00042241204000136295,-0.0004773502363336033,0.459915611814346,-0.9577718294024566,-0.06861668523222919,0.9148857034189063,5
4,feat_15m_oi_log_change_4,5,414,-0.009019223677712518,-4.204051302496561e-05,0.01051642251326396,0.019535646190976478,0.0014971988355514422,0.00014689024720661686,0.5,-1.1141749720149463,-0.004646357876224551,1.270883307129332,5
4,feat_15m_ret_1,1,432,-0.01048514510712276,0.00051037311497765,0.009788233688984571,0.02027337879610733,-0.0006969114181381887,6.962279387609734e-05,0.5115740740740741,-1.2438910688975027,0.056530822537949,1.0943991474524057,5
4,feat_15m_ret_1,2,433,-0.00844285537342708,0.0,0.010233959597569283,0.018676814970996363,0.001791104224142203,0.00014336857839084076,0.49653579676674364,-1.1349029078289663,0.0,1.3777584581959748,5
4,feat_15m_ret_1,3,489,-0.0097248645761633,-0.0004356620576143,0.01054964901554224,0.02027451359170554,0.0008247844393789398,-0.00030136792635695775,0.46830265848670755,-1.3408166425122858,-0.0629890792156203,1.479281810488096,5
4,feat_15m_ret_1,4,460,-0.007315593334307209,0.0,0.00929194634619807,0.01660753968050528,0.0019763530118908617,0.00018207737050583283,0.49782608695652175,-1.1351906375380205,0.0,1.2840370713957454,5
4,feat_15m_ret_1,5,436,-0.008887785786554001,-6.796310300276169e-05,0.0099134958258072,0.0188012816123612,0.0010257100392531988,0.00010248552110028947,0.4908256880733945,-1.0962087717257434,-0.010681222255882,1.2849298332316015,5
4,feat_15m_ret_16,1,344,-0.010099086173455018,3.5608731275911226e-05,0.01102531142561505,0.021124397599070067,0.0009262252521600317,0.0006260759904307576,0.5,-0.8463148575170829,0.0037961147459804,0.9881443954234448,5
4,feat_15m_ret_16,2,438,-0.00912355282152557,0.00091185461524535,0.011147879124283689,0.020271431945809257,0.002024326302758119,0.0006575223113321931,0.5502283105022832,-1.3406129330101728,0.12075528058368559,1.2853831276302647,5
