horizon,pair,feature_x,feature_y,x_bin,y_bin,n,q10,q50,q90,width_90_10,asym_90_plus_10,mean,positive_rate,norm_q10,norm_q50,norm_q90,folds
16,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,2,3,110,-0.01615035696297494,0.0026276797183237,0.03647314020693671,0.05262349716991165,0.02032278324396177,0.005640164851984428,0.5818181818181818,-0.8684148519077032,0.1255657334184334,1.9095711456707805,5
16,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,3,1,215,-0.021727849598504198,-0.000214216859686,0.01862056732053655,0.040348416919040744,-0.0031072822779676483,-0.0004973013258005249,0.49767441860465117,-1.7776780804534609,-0.024550745184077,1.7951894470935388,5
16,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,3,2,198,-0.029031489413899457,-0.0035663691052911497,0.025239240837507494,0.054270730251406954,-0.0037922485763919635,-0.0021513384271116868,0.4393939393939394,-1.936380093244891,-0.2824555383119566,1.8672685107274747,5
16,badvol_1h_x_rv_1h,feat_5m_1h_neg_semivar_share,feat_5m_1h_rv,3,3,272,-0.023213932445510937,0.00356774304354285,0.023543204140771223,0.04675713658628216,0.0003292716952602859,0.002786705496217639,0.5698529411764706,-1.0787004529014563,0.15204636290281126,1.4637215762823064,5
16,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,1,1,203,-0.02254591212581634,-0.0036889067347155,0.024691588664240743,0.047237500790057084,0.0021456765384244014,-0.0009570372848319831,0.4236453201970443,-1.2860795981872866,-0.161438403346905,1.5498277905803304,5
16,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,1,2,241,-0.0182289297135299,0.0004026305248327,0.0239344711087869,0.0421634008223168,0.005705541395256999,0.0015866673475163984,0.5228215767634855,-1.6246884200481688,0.0318504973003349,1.7723647920590029,5
16,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,1,3,309,-0.01427207688580618,-0.0009350836861892,0.018317508451309018,0.0325895853371152,0.004045431565502838,0.00043461449449826444,0.4627831715210356,-0.9533333877364082,-0.0582807298958475,1.37359649006077,5
16,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,2,1,255,-0.024223703568601398,0.0002462296103546,0.0271225559973234,0.0513462595659248,0.0028988524287220027,0.001340332760216047,0.5019607843137255,-1.431303645795506,0.0153423151517142,1.8510807476463063,5
16,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,2,2,192,-0.02604086929874249,0.00135066798486915,0.02554324531214175,0.05158411461088424,-0.0004976239866007412,0.0006633631402400315,0.5364583333333334,-1.523306834842924,0.1049930324306532,1.607611608088348,5
16,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,2,3,289,-0.01832690137238298,0.0018762383461733,0.02007976788333967,0.038406669255722656,0.001752866510956689,0.0013837582425157097,0.5536332179930796,-1.4323382278356174,0.101601239621151,1.5456559881598717,5
16,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,3,1,205,-0.02193916152465568,-0.0012687391104597,0.017909414532056536,0.039848576056712215,-0.0040297469925991425,-0.0021742886169067895,0.4682926829268293,-1.4287175857671897,-0.0481286856199677,1.2848884688228346,5
16,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,3,2,237,-0.027666919431126938,0.0008307126805374,0.0261182218279105,0.05378514125903744,-0.0015486976032164368,-8.929256079904652e-05,0.510548523206751,-1.8106153453057543,0.0588603050876256,1.7933469549772632,5
16,jump_1h_x_location_32,feat_5m_1h_jump_share,feat_15m_location_32,3,3,319,-0.021282134325730902,0.0011591042105017,0.021484863023970457,0.04276699734970136,0.0002027286982395557,-3.486856247325948e-05,0.5172413793103449,-1.6961840911118884,0.0466115161087138,1.6333469498799942,5
16,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,1,1,1,0.0105633484550913,0.0105633484550913,0.0105633484550913,0.0,0.0211266969101826,0.0105633484550913,1.0,0.588524258541504,0.588524258541504,0.588524258541504,1
16,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,1,2,112,-0.01535256104987824,-0.00358327492991105,0.028501142832638156,0.043853703882516394,0.013148581782759917,0.0011943672464259374,0.41964285714285715,-1.1211039588127467,-0.21395268917311766,1.72915523269439,5
16,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,1,3,566,-0.024599375843283,0.00089615384394395,0.02417584046895105,0.04877521631223405,-0.00042353537433195004,0.0006519229783430321,0.5141342756183745,-1.4101160552045413,0.03673698130622695,1.665239094542791,5
16,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,2,1,114,-0.01587379617773116,0.0025166925850488003,0.02889462955534832,0.04476842573307948,0.013020833377617162,0.0045021199674398485,0.5614035087719298,-1.3974111332842722,0.1623629712612154,2.510170794023504,5
16,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,2,2,563,-0.021104184489536437,-0.0011175756348408,0.02122462003082596,0.0423288045203624,0.00012043554128952222,-5.2239009434458944e-05,0.477797513321492,-1.4262258288841871,-0.063908014936507,1.5787028886278927,5
16,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,2,3,119,-0.024955378584939337,-0.0006400910570241,0.01945727516036522,0.04441265374530456,-0.005498103424574116,-0.0012091538183713023,0.48739495798319327,-2.1587861027500934,-0.0320868463095775,1.6804072064486555,5
16,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,3,1,678,-0.022546546185574227,0.00019949463393285,0.021469682951131153,0.04401622913670538,-0.0010768632344430734,-0.0005596041233567498,0.5103244837758112,-1.5516401621874134,0.0138721442045825,1.4125338308228204,5
16,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,3,2,97,-0.0165259087055618,0.0015508206947992,0.02553416852652063,0.042060077232082424,0.00900825982095883,0.00247005335095951,0.5360824742268041,-1.1290214493677024,0.0519366890857068,1.4270737281009769,5
16,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,1,1,147,-0.027602017655137936,0.001180080382404,0.02273362121537228,0.05033563887051022,-0.004868396439765655,0.00039496779560296066,0.5374149659863946,-0.9143443332151487,0.0476825153670294,1.1531465741848517,5
16,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,1,2,238,-0.02123171641231974,-0.0038746612371744,0.020942384500298325,0.042174100912618064,-0.00028933191202141356,-0.0016775104994223547,0.42016806722689076,-1.6476718130886756,-0.2185630375682583,1.3593003624141284,5
16,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,1,3,294,-0.024100882556529982,0.00195068135950325,0.02649257335105773,0.05059345590758771,0.0023916907945277475,0.00290649019967972,0.54421768707483,-1.3028586861120242,0.08412281003070095,1.7950192309244302,5
16,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,2,1,355,-0.0247763837725533,-0.0006717721601548,0.021396092843798765,0.04617247661635207,-0.003380290928754536,-0.0003968286820165446,0.48732394366197185,-1.4564313257447123,-0.0356116184262814,1.4112139238793602,5
16,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,2,2,328,-0.01769552622606347,-2.985520227789203e-05,0.020796605424898015,0.038492131650961485,0.0031010791988345457,0.0015634935204915752,0.4969512195121951,-1.4850528360457849,-0.00226811621577555,1.8123495541941113,5
16,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,2,3,113,-0.02160122901382144,-0.001204738784358,0.02189285207784714,0.04349408109166858,0.0002916230640256992,-0.0002832733010177496,0.48672566371681414,-1.9543755848799043,-0.058003437013994,1.9442343481766016,5
16,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,3,1,188,-0.02500757194376001,-0.0019540707142334,0.02147372219256832,0.04648129413632833,-0.003533849751191691,-0.0015765356696257208,0.46808510638297873,-1.145754706164584,-0.0859681870185676,1.1166056857328799,5
16,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,3,2,273,-0.023624650871922975,-6.56318708600916e-05,0.021044224882486803,0.04466887575440978,-0.0025804259894361727,-0.0006461262813441214,0.4981684981684982,-1.5786818037096817,-0.0061015943736157,1.4075076028487072,5
16,momentum_1h_x_volaccel,feat_5m_1h_ret_sum,feat_5m_rv_rate_ratio_1h_4h,3,3,314,-0.02036595417147292,0.0020691418254616,0.022023394008127757,0.042389348179600675,0.0016574398366548358,0.0010603973251712645,0.554140127388535,-1.5215753638075789,0.1051561635793183,1.733330054479615,5
16,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,1,1,300,-0.02603417870630275,-0.00073004951461515,0.026530000602594434,0.05256417930889719,0.0004958218962916837,0.0008433491674521996,0.48333333333333334,-1.7083335294183244,-0.0432625514619874,2.238796328847415,5
16,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,1,2,281,-0.0238279562217787,0.0024566486343577,0.0249615222680257,0.0487894784898044,0.0011335660462469983,0.0019960198664155733,0.5622775800711743,-1.4738130546775776,0.1546770195876824,1.752936514017809,5
16,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,1,3,164,-0.0279217458941221,0.0029514453717776,0.025984048641685232,0.053905794535807336,-0.0019376972524368687,0.0010747342813069666,0.573170731707317,-1.792378635445944,0.14098650993858258,1.7894765919090958,5
16,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,2,1,355,-0.02004673093999594,-0.0009410500123123,0.022047633120527536,0.04209436406052348,0.0020009021805315955,0.000272180397101338,0.48169014084507045,-1.5596232060427655,-0.0621715710834636,1.7842990830503238,5
16,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,2,2,263,-0.0249177029312587,0.0011853258070088,0.024174907867103582,0.04909261079836228,-0.0007427950641551162,0.0003948518477192443,0.5095057034220533,-1.8724123765239926,0.0690885413176081,1.6668975495447773,5
16,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,2,3,173,-0.02328548780479454,-0.003257119679724,0.016474801985705886,0.039760289790500426,-0.006810685819088655,-0.00247378571800123,0.4393063583815029,-1.5061402897253942,-0.1282766309441923,1.048061085729815,5
16,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,3,1,75,-0.0219592527896569,-0.0035507664870943,0.019019015139535987,0.04097826792919289,-0.0029402376501209138,-0.0017078949566179372,0.41333333333333333,-1.6141872537927398,-0.2839152078111987,1.1960524899271394,5
16,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,3,2,233,-0.0220381346464464,-0.0012953369686849,0.01850706095984221,0.04054519560628861,-0.0035310736866041893,-0.0011483389660147105,0.45064377682403434,-1.292352203204991,-0.0929597306534522,1.3464780028302312,5
16,oi_change_x_volume,feat_15m_oi_log_change_4,feat_15m_volume_ratio_32,3,3,406,-0.015234768266784,0.0006541680808728,0.01691962033873725,0.03215438860552125,0.0016848520719532495,0.0008533336775432925,0.5270935960591133,-0.9395030868231011,0.03372892416566755,1.1046524007896394,5
