horizon,feature,fold,low_bin,high_bin,low_n,high_n,q50_high_minus_low,width_high_minus_low,asym_high_minus_low,positive_rate_high_minus_low,q50_bin_monotonicity,width_bin_monotonicity,asym_bin_monotonicity
4,feat_15m_ret_1,0,1,5,115,95,-0.0007799288955088,-0.0034817300442926483,-0.0007642148136521674,-0.020594965675057197,-0.3,-0.7,-0.7
4,feat_15m_ret_1,1,1,5,89,85,-0.0022064116876847,0.0020406665845018428,-0.0011239084437936787,-0.08155981493721087,-0.49999999999999994,0.7,0.09999999999999999
4,feat_15m_ret_1,2,1,5,79,83,-0.0003440441556266,0.0032581191692693367,-0.0012207964602824629,-0.014793350617660517,-0.39999999999999997,0.19999999999999998,-0.3
4,feat_15m_ret_1,3,1,5,62,79,0.0008540714186074214,0.0029495766450758788,0.0019397700930780214,0.07309105757452017,0.39999999999999997,0.3,0.09999999999999999
4,feat_15m_ret_1,4,1,5,87,94,-0.00113098999276665,-0.0035011374800582203,0.004109632056927801,-0.06321839080459768,-0.9999999999999999,-0.19999999999999998,0.19999999999999998
4,feat_15m_ret_4,0,1,5,113,103,-3.5087120776499964e-05,-0.0007978348202766807,0.00311959050502212,0.008419967351147029,-0.3,-0.6,0.49999999999999994
4,feat_15m_ret_4,1,1,5,69,74,0.0017040431800736,0.00564574588427038,0.0038441914798386777,0.0912651782217,0.39999999999999997,0.7,0.09999999999999999
4,feat_15m_ret_4,2,1,5,65,99,-0.0013586066207625,-0.0012121655585467968,-0.0022766067938276412,-0.03869463869463874,-0.09999999999999999,-0.09999999999999999,-0.39999999999999997
4,feat_15m_ret_4,3,1,5,52,102,-0.00145184944991985,0.004210105424686524,0.0006227785113947434,-0.018099547511312153,-0.19999999999999998,0.09999999999999999,0.39999999999999997
4,feat_15m_ret_4,4,1,5,78,96,-0.0006751270231635,0.007116647827260611,-0.0027711951773563698,-0.0969551282051282,-0.39999999999999997,0.6,0.0
4,feat_15m_ret_8,0,1,5,108,103,0.0020165285871289497,-0.0015202664761733396,0.007612565853803639,0.07011866235167208,0.7999999999999999,-0.7,0.8999999999999998
4,feat_15m_ret_8,1,1,5,62,82,0.0007294748319232999,0.004356081509053884,0.004311084533306081,0.028324154209284025,0.0,0.7,0.19999999999999998
4,feat_15m_ret_8,2,1,5,64,93,-0.0009634063436201402,-0.00348423720353944,-0.0008995074225356245,-0.0366263440860215,-0.49999999999999994,-0.8999999999999998,-0.49999999999999994
4,feat_15m_ret_8,3,1,5,45,103,-0.001566313541658843,0.0061169319909056205,0.001569321836975458,-0.10485436893203881,-0.7,0.7,0.6
4,feat_15m_ret_8,4,1,5,90,103,-0.00148520718103515,-0.0020525189762217316,0.002718638985983907,-0.02567421790722757,-0.3,-0.09999999999999999,0.3
4,feat_15m_ret_16,0,1,5,128,89,0.00361369532740445,-0.00527644677924495,0.005285092890923368,0.1780196629213483,0.8999999999999998,-0.6,0.3
4,feat_15m_ret_16,1,1,5,48,98,-0.00042828644536125,-0.0224991067904036,-0.016668338701636743,-0.039540816326530615,-0.3,-0.7,-0.49999999999999994
4,feat_15m_ret_16,2,1,5,54,83,-0.0024967994492401,0.0021783949491486453,-0.008073670017364972,-0.11535029004908526,-0.8999999999999998,-0.19999999999999998,-0.19999999999999998
4,feat_15m_ret_16,3,1,5,32,107,-0.00202410639402689,0.012400586865214024,0.001663554826252944,-0.3078271028037384,-0.7,0.8999999999999998,0.3
4,feat_15m_ret_16,4,1,5,82,96,-0.0017032229759543498,-0.001392736016205284,-0.005354612131547582,-0.15116869918699188,-0.3,-0.3,-0.39999999999999997
4,feat_15m_location_32,0,1,5,102,111,0.0002054740087492501,5.437982526512036e-05,-0.002494458536546019,0.019077901430842592,0.49999999999999994,-0.19999999999999998,-0.09999999999999999
4,feat_15m_location_32,1,1,5,68,111,0.00016548095037479998,-0.0026957326193220513,-0.001886698918205091,-0.002119766825649183,0.09999999999999999,-0.09999999999999999,-0.3
4,feat_15m_location_32,2,1,5,87,107,-0.0022990655544079,-0.006040439879704963,0.004714750911025281,-0.11462025996347619,-0.3,-0.9999999999999999,0.7999999999999999
4,feat_15m_location_32,3,1,5,48,139,-0.0016824038600619998,0.0063866234398826886,0.005086155413113431,-0.11990407673860903,-0.49999999999999994,0.8999999999999998,0.3
4,feat_15m_location_32,4,1,5,88,115,-0.0008017395210771502,-0.0014964523911420655,0.006434402439973191,-0.02638339920948607,-0.39999999999999997,0.0,0.7
4,feat_15m_volume_ratio_32,0,1,5,74,88,0.0020789410965903997,0.0065668147700622855,-0.0008089642247084295,0.17997542997542998,0.49999999999999994,0.09999999999999999,-0.3
4,feat_15m_volume_ratio_32,1,1,5,114,81,0.0018859836220223,0.00044570191165972314,0.0098845631393579,0.10071474983755685,0.09999999999999999,0.3,0.0
4,feat_15m_volume_ratio_32,2,1,5,55,96,0.0021114232545568,-0.009410029146237519,-0.004299837563996298,0.21969696969696972,0.7,-0.39999999999999997,-0.3
4,feat_15m_volume_ratio_32,3,1,5,87,88,-0.00020541811083619977,0.00032532465178993983,-0.0041940278871252954,-0.05237722048066884,-0.09999999999999999,0.09999999999999999,-0.8999999999999998
4,feat_15m_volume_ratio_32,4,1,5,103,92,0.0012817269692473193,-0.0025434282240534255,-0.0008710519407362696,0.0712325875897003,0.49999999999999994,-0.7999999999999999,0.0
4,feat_15m_oi_log_change_4,0,1,5,91,69,-0.003235590644320485,0.0019006001437150838,-0.003852993465147999,-0.12868291129160692,-0.7,0.0,-0.3
4,feat_15m_oi_log_change_4,1,1,5,99,68,-0.00238705890156135,-0.006384948616987308,-0.006593059221625383,-0.19251336898395716,-0.6,-0.8999999999999998,-0.7999999999999999
4,feat_15m_oi_log_change_4,2,1,5,37,116,0.0043127960483821,0.0009509912670657983,0.01471997219320938,0.26188257222739975,0.8999999999999998,0.19999999999999998,0.6
4,feat_15m_oi_log_change_4,3,1,5,61,100,0.0012319417768135335,-0.0012528803785371995,0.008516959866840302,0.09819672131147539,0.0,-0.7,0.3
4,feat_15m_oi_log_change_4,4,1,5,132,61,-0.00106650858652535,0.0011812033760249495,-0.0009331807708162932,-0.030923994038748126,-0.19999999999999998,-0.19999999999999998,-0.09999999999999999
4,feat_time_after_long_gap,0,1,2,401,49,-0.0017750302012064997,-0.0015025690270951964,-0.0005957144958909557,-0.045702071352231644,,,
4,feat_time_after_long_gap,1,1,2,400,50,-0.0003421953361507999,0.002384719680065067,0.00361068861286109,0.0025000000000000022,,,
4,feat_time_after_long_gap,2,1,2,401,49,-0.0002918629979436,0.0006428610526299228,0.002781798292616249,-0.009415237416662392,,,
4,feat_time_after_long_gap,3,1,2,402,48,0.0008391412272244,0.0031996379516106947,-0.00037644763409354614,0.03264925373134331,,,
4,feat_time_after_long_gap,4,1,2,402,48,-0.0002372168347354,-0.003061028275742993,-0.001284202520805515,-0.003109452736318463,,,
4,feat_time_bars_since_segment_start,0,1,5,98,84,-0.0016689982797467,0.0010564577476335005,-0.0027217732796016615,-0.13435374149659857,-0.3,0.0,-0.3
4,feat_time_bars_since_segment_start,1,1,5,98,84,-0.0027581516653882496,-0.0010822300095700566,-0.016755337854271652,-0.15306122448979592,-0.7,-0.6,-0.8999999999999998
4,feat_time_bars_since_segment_start,2,1,5,98,84,-0.0003772122788885798,0.004313830525533011,0.0012740113890981324,-0.04931972789115646,-0.49999999999999994,0.0,0.3
4,feat_time_bars_since_segment_start,3,1,5,98,84,0.0005391715431799001,0.0007237769408948921,0.0037396809533097744,0.07993197278911568,0.09999999999999999,-0.19999999999999998,0.19999999999999998
4,feat_time_bars_since_segment_start,4,1,5,96,84,-0.00142027834237195,0.006229495442365786,-0.00013194660491291574,-0.130952380952381,-0.8999999999999998,0.3,-0.49999999999999994
4,feat_5m_1h_ret_sum,0,1,5,113,103,-3.5087120776499964e-05,-0.0007978348202766807,0.00311959050502212,0.008419967351147029,-0.3,-0.6,0.49999999999999994
4,feat_5m_1h_ret_sum,1,1,5,69,74,0.0017040431800736,0.00564574588427038,0.0038441914798386777,0.0912651782217,0.39999999999999997,0.7,0.09999999999999999
4,feat_5m_1h_ret_sum,2,1,5,65,99,-0.0013586066207625,-0.0012121655585467968,-0.0022766067938276412,-0.03869463869463874,-0.09999999999999999,-0.09999999999999999,-0.39999999999999997
4,feat_5m_1h_ret_sum,3,1,5,52,102,-0.00145184944991985,0.004210105424686524,0.0006227785113947434,-0.018099547511312153,-0.19999999999999998,0.09999999999999999,0.39999999999999997
4,feat_5m_1h_ret_sum,4,1,5,78,96,-0.0006751270231635,0.007116647827260611,-0.0027711951773563698,-0.0969551282051282,-0.39999999999999997,0.6,0.0
4,feat_5m_4h_ret_sum,0,1,5,128,89,0.00361369532740445,-0.00527644677924495,0.005285092890923368,0.1780196629213483,0.8999999999999998,-0.6,0.3
4,feat_5m_4h_ret_sum,1,1,5,48,98,-0.00042828644536125,-0.0224991067904036,-0.016668338701636743,-0.039540816326530615,-0.3,-0.7,-0.49999999999999994
4,feat_5m_4h_ret_sum,2,1,5,54,83,-0.0024967994492401,0.0021783949491486453,-0.008073670017364972,-0.11535029004908526,-0.8999999999999998,-0.19999999999999998,-0.19999999999999998
4,feat_5m_4h_ret_sum,3,1,5,32,107,-0.00202410639402689,0.012400586865214024,0.001663554826252944,-0.3078271028037384,-0.7,0.8999999999999998,0.3
4,feat_5m_4h_ret_sum,4,1,5,82,96,-0.0017032229759543498,-0.001392736016205284,-0.005354612131547582,-0.15116869918699188,-0.3,-0.3,-0.39999999999999997
4,feat_5m_1h_rv,0,1,5,67,138,0.0002452373277123499,0.010233731150594505,0.0025667330740740298,0.03774605234696082,0.3,0.7,0.3
4,feat_5m_1h_rv,1,1,5,115,70,0.0037931418170737002,0.006149322443697135,0.015345750108274932,0.15093167701863358,0.8999999999999998,0.7,0.49999999999999994
4,feat_5m_1h_rv,2,1,5,126,43,0.0008316795443992,-0.007095860867760755,0.0023973997087178445,0.13122923588039864,0.7,-0.3,0.39999999999999997
4,feat_5m_1h_rv,3,1,5,139,55,-0.0012858063061608,-0.001296645315344902,-0.0035858408554664614,-0.09901896664486592,-0.6,-0.09999999999999999,-0.39999999999999997
4,feat_5m_1h_rv,4,1,5,88,65,-0.00093133966463735,0.009058898001046749,-0.013606823823156568,-0.019755244755244705,0.0,0.0,-0.6
4,feat_5m_4h_rv,0,1,5,47,177,-4.739330331979998e-05,0.00927914179622102,0.0058967384793319816,-0.0021637216011539673,-0.09999999999999999,0.49999999999999994,0.39999999999999997
4,feat_5m_4h_rv,1,1,5,167,73,-0.0015469855117299,0.00410833596769334,0.007450671208397618,-0.0852268066606513,-0.6,0.7999999999999999,0.7
4,feat_5m_4h_rv,2,1,5,135,32,0.0006585312522320501,-0.007138544070661036,-0.0001494003597119157,0.05972222222222223,0.09999999999999999,-0.49999999999999994,-0.09999999999999999
4,feat_5m_4h_rv,3,1,5,162,17,0.0018688523113963998,-0.014661822477825607,-0.0007927186119664753,0.2712418300653594,0.39999999999999997,-0.9999999999999999,-0.09999999999999999
4,feat_5m_4h_rv,4,1,5,88,54,-0.0018899568740398998,-0.004027367737345074,-0.009980265622202476,-0.18055555555555558,-0.7,-0.09999999999999999,-0.8999999999999998
4,feat_5m_8h_rv,0,1,5,72,243,0.00044621973860925,0.0051064644343714605,0.007946049192035202,0.05349794238683131,0.09999999999999999,0.39999999999999997,0.7999999999999999
4,feat_5m_8h_rv,1,1,5,158,78,-0.0004953628377988499,-0.003140415259995137,0.0036795258821561176,-0.0840636157091853,-0.09999999999999999,0.09999999999999999,0.6
4,feat_5m_8h_rv,2,1,5,143,14,0.0045983165414828,-0.016601523385626697,0.0026427123372432626,0.33816183816183815,0.39999999999999997,-0.7,-0.19999999999999998
4,feat_5m_8h_rv,3,1,4,236,2,0.0054750730560797,-0.017900566764577446,0.008373747678067051,0.48305084745762716,0.7999999999999999,-1.0,0.7999999999999999
4,feat_5m_8h_rv,4,1,5,121,43,-0.0024526080654786,-0.008483153721131856,-0.007788937219129056,-0.2642706131078224,-0.8999999999999998,-0.7,-0.49999999999999994
4,feat_5m_rv_rate_ratio_1h_4h,0,1,5,96,79,-0.0034023761157000003,0.0026834820972462467,-0.005273410475211843,-0.03098628691983124,0.0,0.6,-0.3
4,feat_5m_rv_rate_ratio_1h_4h,1,1,5,99,101,0.0035770250463122,0.006913229230623279,0.008829187713982674,0.21142114211421142,0.3,0.3,0.3
4,feat_5m_rv_rate_ratio_1h_4h,2,1,5,70,85,0.0018963017042425499,0.001660751842114689,0.002032796408095368,0.11008403361344543,0.49999999999999994,0.39999999999999997,-0.09999999999999999
4,feat_5m_rv_rate_ratio_1h_4h,3,1,5,67,97,6.717152645339998e-05,0.00954380728547832,0.004005980619629805,-0.03215879366056318,0.09999999999999999,0.8999999999999998,0.7
4,feat_5m_rv_rate_ratio_1h_4h,4,1,5,63,85,0.0016248972492426,0.0030411638265494013,0.003082131447387439,0.13968253968253969,0.9999999999999999,0.0,0.3
4,feat_5m_rv_rate_ratio_4h_8h,0,1,5,100,91,0.0013705100157455497,0.00837157916106,-0.00482313110628858,0.06659340659340657,0.09999999999999999,0.6,-0.09999999999999999
4,feat_5m_rv_rate_ratio_4h_8h,1,1,5,102,95,-4.141017352639998e-05,0.0038374053967314727,0.009820176694017066,-0.004540763673890558,0.0,0.49999999999999994,0.6
4,feat_5m_rv_rate_ratio_4h_8h,2,1,5,82,77,0.00056323245676245,0.0003927735267836921,0.0008985262039942141,0.06588533417801712,0.6,0.09999999999999999,0.3
4,feat_5m_rv_rate_ratio_4h_8h,3,1,5,76,101,-0.0005884145139584498,-0.0009158688229916508,-0.009171892092317249,-0.03426263678999486,-0.19999999999999998,-0.6,-0.7
4,feat_5m_rv_rate_ratio_4h_8h,4,1,5,50,62,-5.0823615184249866e-05,0.01893756544317461,-0.019105928406096633,-0.08387096774193548,-0.3,0.9999999999999999,-0.8999999999999998
4,feat_5m_1h_neg_semivar_share,0,1,5,88,100,-0.0004893292203437,0.00028215895736084795,-0.0034690412919961156,-0.018636363636363673,-0.19999999999999998,0.3,-0.7
4,feat_5m_1h_neg_semivar_share,1,1,5,83,77,0.000935844227998,-0.004238691444467646,-0.0016297931144063655,0.02550461586606162,0.39999999999999997,-0.6,-0.09999999999999999
4,feat_5m_1h_neg_semivar_share,2,1,5,87,82,0.0022067066737719,0.003523957803140779,-0.00069219441180772,0.15867675918138496,0.6,0.7,-0.49999999999999994
4,feat_5m_1h_neg_semivar_share,3,1,5,132,62,0.0016226614841227504,-0.004173126801455382,0.0034977163477737166,0.12634408602150538,0.09999999999999999,-0.6,-0.19999999999999998
4,feat_5m_1h_neg_semivar_share,4,1,5,83,81,0.00020634536223789997,-0.004384986259813102,0.004016806833048581,0.0874609549308345,0.3,-0.49999999999999994,0.09999999999999999
4,feat_5m_4h_neg_semivar_share,0,1,5,58,122,-0.0039158495447413,0.009353833568959871,-0.007787005768386326,-0.184567552289429,-0.7,0.9999999999999999,-0.3
4,feat_5m_4h_neg_semivar_share,1,1,5,90,73,0.0008307076900972001,0.010834276489522357,0.005532173215459518,0.06057838660578385,0.39999999999999997,0.49999999999999994,0.39999999999999997
4,feat_5m_4h_neg_semivar_share,2,1,5,73,98,0.0010149634912498,-0.003836990875774538,0.0029578802544902834,0.037461559966452396,0.3,-0.09999999999999999,0.39999999999999997
4,feat_5m_4h_neg_semivar_share,3,1,5,111,54,0.0022948182304527503,-0.009129959031259398,0.0018528181716362408,0.2282282282282282,0.7,-0.9999999999999999,0.39999999999999997
4,feat_5m_4h_neg_semivar_share,4,1,5,81,67,0.0004148273066711999,0.004117402038960501,0.0010602762144520583,0.05122535470794176,0.6,0.3,0.49999999999999994
4,feat_5m_1h_jump_share,0,1,4,137,134,0.0023721030827075426,-0.0065687611488826035,0.0054507366268469765,0.14266259941170067,0.6000000000000001,-1.0,0.7999999999999999
