horizon,approx_minutes,pair,feature_x,feature_y,fold,x_bin,y_bin,n,q10,q50,q90,width_90_10,asym_90_plus_10,mean,positive_rate,norm_q10,norm_q50,norm_q90
4,60,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,0,1,2,26,-0.017022112496526298,0.00228955307059425,0.013537375323898,0.030559487820424298,-0.0034847371726282987,0.0005639026981302693,0.6153846153846154,-2.175980949509219,0.1785934822498208,1.2360589680217222
4,60,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,0,1,3,147,-0.014416819979302959,-0.001144310360087,0.011002222949951701,0.025419042929254662,-0.0034145970293512577,-0.0017950932369705994,0.4489795918367347,-1.4529506627067594,-0.0947268757561209,0.9498646988169901
4,60,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,0,2,1,12,-0.00651074919572187,-0.0016795698286429,0.01402238081453235,0.02053313001025422,0.007511631618810481,0.0010873909291082829,0.4166666666666667,-0.7257906810068531,-0.16960511081433322,1.9549186688932838
4,60,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,0,2,2,92,-0.01522690061988346,-0.0029859320159781,0.00423132710818661,0.01945822772807007,-0.01099557351169685,-0.0038991915709028135,0.34782608695652173,-1.7848302355152499,-0.3308663305732951,0.7432129098577956
4,60,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,0,2,3,19,-0.01206927874930642,-0.0004717537532944,0.0124609419173543,0.024530220666660718,0.00039166316804787986,0.0009155890180678211,0.47368421052631576,-1.7739739944036939,-0.0686311100741563,1.2134147068186805
4,60,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,0,3,1,126,-0.01130022687544485,-0.00065911088929395,0.0117104691161005,0.02301069599154535,0.0004102422406556498,-0.00023276974646151187,0.47619047619047616,-1.031261352120759,-0.08495326183455895,0.877765647989246
4,60,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,0,3,2,28,-0.00717815159125679,-0.00012090150230145003,0.013410439223031489,0.02058859081428828,0.006232287631774699,0.0020860336962068497,0.5,-0.4899851363873725,-0.0050316607392068,1.1916318618568804
4,60,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,1,1,2,34,-0.0071791529753042795,-0.00056582141064115,0.007275047902855919,0.014454200878160198,9.589492755163968e-05,0.00042109180794514125,0.4117647058823529,-0.8304262157174698,-0.13436507915792284,1.0393623797989417
4,60,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,1,1,3,113,-0.006505430879965999,-0.0004967886266609,0.00950985539707086,0.01601528627703686,0.003004424517104861,0.0008833010127290681,0.4778761061946903,-0.7626663759091271,-0.0376080319263432,1.120470548660477
4,60,momentum_1h_x_badvol_1h,feat_5m_1h_ret_sum,feat_5m_1h_neg_semivar_share,1,2,1,21,-0.0149752039170819,-0.0016674776322491,0.0030558244296192,0.0180310283467011,-0.0119193794874627,-0.002822376312775524,0.38095238095238093,-1.8420832238327376,-0.2722337671141884,0.7333344436818103
