factor,bucket,split,action,trade_mode,target_R,nominal_breakeven_win_rate,trades,effective_weight,win_rate,loss_rate,zero_rate,avg_win_R,avg_loss_R,realized_payoff_ratio,realized_breakeven_win_rate,expectancy_R,median_R,profit_factor,gross_signal_total_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,daily_sharpe_252,max_drawdown_R,max_losing_streak,active_days,trading_days,active_day_rate,trades_per_active_day
ob_width_bucket,MEDIUM_0.5_1.0,VALIDATION,FOLLOW_1.5R,FOLLOW,1.5,0.4,774,529.3691558441558,0.4108733522768975,0.5749588407830852,0.014167806940017432,1.332238940655251,-0.9655390798415786,1.3797876942213867,0.4202055512885479,-0.007763750495635257,-1.0,0.98601491992543,-4.109890046059082,0.33757856437387396,0.5425303048981563,0.11800208980263409,0.0018890409253356577,0.7000978348531396,4.811589186372634,15,122,123,0.991869918699187,6.344262295081967
ob_width_bucket,MEDIUM_0.5_1.0,DISCOVERY,FOLLOW_2.0R,FOLLOW,2.0,0.3333333333333333,1803,1223.237121212121,0.39139259009040694,0.5902135927094542,0.018393817200138978,1.4604704993747821,-0.958338708845643,1.5239606684926426,0.39620268749957144,0.005992799120599455,-1.0,1.0105950127293453,7.330614344284609,0.2211040637359775,0.5487934413846968,0.229284991892653,0.0008175029866728434,1.5844054387662647,7.713295979816472,13,281,284,0.9894366197183099,6.4163701067615655
ob_width_bucket,MEDIUM_0.5_1.0,VALIDATION,FOLLOW_2.0R,FOLLOW,2.0,0.3333333333333333,774,529.3691558441558,0.37860223646908,0.6072299565909027,0.014167806940017432,1.5417797276439331,-0.9608240902112892,1.604643080196802,0.3839297628158872,0.0002800824381873371,-1.0,1.0004800525782296,0.14826700387000358,0.23613256896686022,0.5685046176215216,0.19536281341161815,0.0,1.2342468023105777,4.553427355138341,15,122,123,0.991869918699187,6.344262295081967
ob_width_bucket,MEDIUM_0.5_1.0,DISCOVERY,FOLLOW_2.5R,FOLLOW,2.5,0.2857142857142857,1803,1223.237121212121,0.3803699248201014,0.6012362579797597,0.018393817200138978,1.5679633554845613,-0.9557280257896485,1.6405957690620898,0.3787024169758436,0.021787761774185087,-1.0,1.0379169270914654,26.65159899030966,0.16186753779690555,0.5571592219483156,0.28015573726810616,0.0008175029866728434,1.63757394055728,8.082035938913364,13,281,284,0.9894366197183099,6.4163701067615655
ob_width_bucket,MEDIUM_0.5_1.0,VALIDATION,FOLLOW_2.5R,FOLLOW,2.5,0.2857142857142857,774,529.3691558441558,0.36758283107128864,0.618249361988694,0.014167806940017432,1.639343935704206,-0.9592628037599953,1.7089622669392743,0.3691450457631703,0.009531068581597678,-1.0,1.016070904230118,5.0454537293331185,0.1602066169178335,0.5776349820939773,0.2621584009881892,0.0,1.4442592107625158,4.372556787994728,15,122,123,0.991869918699187,6.344262295081967
ob_width_bucket,MEDIUM_0.5_1.0,DISCOVERY,FADE_1.5R,FADE,1.5,0.4,1803,1223.237121212121,0.38594003391457743,0.5977099063519657,0.01635005973345687,1.3826797025903412,-0.9509471169127767,1.4540027284368582,0.40749750944122887,-0.03475906088489331,-1.0,0.9388465146073174,-42.51857357287374,0.3365038116371668,0.5500222321293833,0.11238395225121951,0.0010900039822304578,-1.8760350973648554,30.38121466099786,13,281,284,0.9894366197183099,6.4163701067615655
ob_width_bucket,MEDIUM_0.5_1.0,VALIDATION,FADE_1.5R,FADE,1.5,0.4,774,529.3691558441558,0.4005373953437595,0.5947400023429014,0.004722602313339144,1.3422064184153464,-0.9366977701900066,1.4329130068742275,0.41102990414144974,-0.019487771191635885,-1.0,0.9650187330037561,-10.316224985000346,0.3337912826485663,0.5391707151226108,0.12703800222882297,0.0,-1.4346187460146358,7.820572569234746,16,122,123,0.991869918699187,6.344262295081967
ob_width_bucket,MEDIUM_0.5_1.0,DISCOVERY,FADE_2.0R,FADE,2.0,0.3333333333333333,1803,1223.237121212121,0.3478171446360671,0.6339252886615728,0.01825756670236017,1.6254982382059637,-0.9400589077303206,1.7291450831848065,0.36641511151654815,-0.030550958618070414,-1.0,0.9487337329050954,-37.371066670239095,0.24285884451379264,0.5747925726255705,0.18125857887840657,0.0010900039822304578,-1.6693590915319305,31.780533962336776,15,281,284,0.9894366197183099,6.4163701067615655
ob_width_bucket,MEDIUM_0.5_1.0,VALIDATION,FADE_2.0R,FADE,2.0,0.3333333333333333,774,529.3691558441558,0.3507926509765872,0.6350395420833955,0.014167806940017432,1.552754056316362,-0.9293916805293764,1.6707208476752469,0.3744307462423334,-0.045505755489627084,-1.0,0.9228977982616479,-24.08934336959445,0.23322234195688696,0.5687656896195361,0.198011968423577,0.0,-1.3529193129769157,7.592314815513062,20,122,123,0.991869918699187,6.344262295081967
ob_width_bucket,MEDIUM_0.5_1.0,DISCOVERY,FADE_2.5R,FADE,2.5,0.2857142857142857,1803,1223.237121212121,0.32299230394076844,0.6567063718901894,0.020301324169042276,1.7011809621478773,-0.9340870677299365,1.8212231181855127,0.35445619084645674,-0.06395257089415629,-1.0,0.895744393707956,-78.22915871468183,0.16336349158474756,0.5899845031279074,0.24583450230067228,0.0008175029866728434,-2.1612986215866234,36.015393429696836,17,281,284,0.9894366197183099,6.4163701067615655
ob_width_bucket,MEDIUM_0.5_1.0,VALIDATION,FADE_2.5R,FADE,2.5,0.2857142857142857,774,529.3691558441558,0.337254524345015,0.6485776687149678,0.014167806940017432,1.6319412489048761,-0.9194392576188618,1.7749310086358854,0.36036931977331754,-0.04594820057303836,-1.0,0.9229480784448395,-24.323560149907273,0.1530955227072328,0.5722289313159848,0.2746755459767824,0.0,-1.265419587467508,7.369451641722726,20,122,123,0.991869918699187,6.344262295081967
ob_width_bucket,WIDE_GT_1.0,DISCOVERY,FOLLOW_1.5R,FOLLOW,1.5,0.4,4886,3319.125865800866,0.4286151507949429,0.5585551660128355,0.012829683192221598,1.3311360843857152,-0.9645941006764746,1.3799960869055523,0.4201687580504345,0.03176607549922308,-1.0,1.0589593774733115,105.43560284445448,0.3512970309632172,0.5279246112290578,0.1199749334199536,0.0008034243877712156,0.5950735145371104,3.9520359180657274,17,282,284,0.9929577464788732,17.326241134751772
ob_width_bucket,WIDE_GT_1.0,VALIDATION,FOLLOW_1.5R,FOLLOW,1.5,0.4,2314,1554.7810245310245,0.40236952397216336,0.5902339360530393,0.007396539974797284,1.3555686358946297,-0.9603762308930106,1.4114974863904612,0.414680092201466,-0.021407136115247218,-1.0,0.9622346954238814,-33.283409021539164,0.33784811222099687,0.5504641341595641,0.11104457623032617,0.0006431773891128073,-1.834237799100342,8.918256236082815,18,123,123,1.0,18.8130081300813
ob_width_bucket,WIDE_GT_1.0,DISCOVERY,FOLLOW_2.0R,FOLLOW,2.0,0.3333333333333333,4886,3319.125865800866,0.3913312377999349,0.593730089989944,0.014938672210121039,1.517490141939864,-0.9568609348451392,1.585904583078688,0.3867118711740844,0.02572416664105946,-1.0,1.0452796885185387,85.38174687451223,0.23906779555183957,0.5552159334011614,0.2054149869015848,0.0003012841454142059,0.39243989234682236,4.7233600323900395,19,282,284,0.9929577464788732,17.326241134751772
ob_width_bucket,WIDE_GT_1.0,VALIDATION,FOLLOW_2.0R,FOLLOW,2.0,0.3333333333333333,2314,1554.7810245310245,0.3654618614602401,0.6245688890085114,0.009969249531248513,1.5716995006868324,-0.9547769056957526,1.6461431893783858,0.37790849868366844,-0.02192772606424077,-1.0,0.9632285001825044,-34.09281239579592,0.23718931945010657,0.5769737622141636,0.1858369183357298,0.0,-1.5182386718868974,9.075813476782844,18,123,123,1.0,18.8130081300813
ob_width_bucket,WIDE_GT_1.0,DISCOVERY,FOLLOW_2.5R,FOLLOW,2.5,0.2857142857142857,4886,3319.125865800866,0.37436391901069155,0.6091909880521164,0.01644509293719207,1.5957079388206294,-0.9535996606356243,1.6733520414185197,0.3740622202040347,0.016451158104584952,-1.0,1.0283189351060884,54.60346438730747,0.157619191817453,0.5666094955002419,0.275771312682305,0.0,0.005943432291306357,6.096271616865442,20,282,284,0.9929577464788732,17.326241134751772
ob_width_bucket,WIDE_GT_1.0,VALIDATION,FOLLOW_2.5R,FOLLOW,2.5,0.2857142857142857,2314,1554.7810245310245,0.3517407438258334,0.6376468292538051,0.010612426920361321,1.6693822466651143,-0.9532564565422681,1.7512414788360708,0.36347227522284087,-0.020651203808266728,-1.0,0.9660253170321497,-32.10809981481594,0.161436550156119,0.5874789929030062,0.2510844569408748,0.0,-1.322446584861714,10.428719648539136,18,123,123,1.0,18.8130081300813
ob_width_bucket,WIDE_GT_1.0,DISCOVERY,FADE_1.5R,FADE,1.5,0.4,4886,3319.125865800866,0.4060401102017409,0.5843187971450045,0.009641092653254586,1.3571636726207137,-0.9642866917039742,1.4074275672336547,0.4153811369490496,-0.012387952606687881,-1.0,0.9780141376466878,-41.117173921173006,0.3469465726803602,0.5502485817010814,0.10210184927925865,0.0007029963392998135,0.20573376161824533,8.265679321294368,25,282,284,0.9929577464788732,17.326241134751772
ob_width_bucket,WIDE_GT_1.0,VALIDATION,FADE_1.5R,FADE,1.5,0.4,2314,1554.7810245310245,0.41095359864942027,0.5790771518193313,0.009969249531248513,1.340527348095906,-0.9633288036449413,1.3915574236166932,0.41813756597478,-0.0069471620922599165,-1.0,0.9875463557246593,-10.80131579538697,0.3385425442584701,0.5458999181642622,0.11555753757726771,0.0,0.2082209210345687,4.078727944718471,19,123,123,1.0,18.8130081300813
ob_width_bucket,WIDE_GT_1.0,DISCOVERY,FADE_2.0R,FADE,2.0,0.3333333333333333,4886,3319.125865800866,0.37150290433242583,0.616244873754063,0.012252221913511037,1.6138773369523955,-0.9596284995021471,1.6817730379930058,0.37288763285814197,0.008193974387594345,-1.0,1.0138560086289876,27.1968323335742,0.26171830934510487,0.5761991894260916,0.16198207318033206,0.00010042804847140195,0.7395828037089816,6.527822290002179,25,282,284,0.9929577464788732,17.326241134751772
ob_width_bucket,WIDE_GT_1.0,VALIDATION,FADE_2.0R,FADE,2.0,0.3333333333333333,2314,1554.7810245310245,0.37166617979777966,0.6163278422721147,0.012005977930105735,1.5759394605528425,-0.9549043156787613,1.6503637429187232,0.3773067008903262,-0.0028107175623725274,-1.0,0.9952242062375493,-4.3700503312929015,0.24806739348186588,0.5724309854651655,0.17950162105296863,0.0,0.6995296399929619,2.853841193258007,19,123,123,1.0,18.8130081300813
ob_width_bucket,WIDE_GT_1.0,DISCOVERY,FADE_2.5R,FADE,2.5,0.2857142857142857,4886,3319.125865800866,0.3504381211655492,0.6353513099757472,0.014210568858703376,1.7695650344077856,-0.9547687965572973,1.8533963832798876,0.350459545634712,0.013509440321468143,-1.0,1.022270256051602,44.83953280347808,0.19295271385552418,0.5884011973153669,0.2183448046836946,0.0003012841454142059,0.7711770559273583,6.5074925804553,25,282,284,0.9929577464788732,17.326241134751772
ob_width_bucket,WIDE_GT_1.0,VALIDATION,FADE_2.5R,FADE,2.5,0.2857142857142857,2314,1554.7810245310245,0.35098343261359494,0.6357242346780737,0.01329233270833135,1.6916993425490248,-0.9496286591162163,1.7814324855395853,0.3595269722342387,-0.009943510347003451,-1.0,0.9835291068629402,-15.459981204748868,0.18106515465840714,0.5857386319208567,0.23319621342073618,0.0,0.26890795126294903,3.069001223741141,21,123,123,1.0,18.8130081300813
