factor,bucket,expected_sign,status,discovery_raw_delta_pp,discovery_adjusted_delta_pp,discovery_geometry_coverage,validation_raw_delta_pp,validation_adjusted_delta_pp,validation_geometry_coverage,validation_bucket_n,symbol_available,symbol_same_sign
source_tf,5m,1,COLLAPSES_AFTER_GEOMETRY_CONTROL,17.44891420826054,0.9359132101964429,1.0,19.28286198392717,0.2591309526021046,1.0,1818,4,3
source_tf,15m,-1,COLLAPSES_AFTER_GEOMETRY_CONTROL,-11.13177549274762,-0.989060682537074,1.0,-9.223652659423525,1.1449312386208388,1.0,924,4,1
source_tf,1h,-1,COLLAPSES_AFTER_GEOMETRY_CONTROL,-19.539615897956242,6.733990366052057,0.7526163830822886,-24.774752344768846,3.505047348678003,0.7812383848487009,427,3,2
touch_bin,1,1,COLLAPSES_AFTER_GEOMETRY_CONTROL,6.502716783844642,0.45220716587081045,1.0,11.176320118428501,3.6186477300223063,1.0,1438,4,3
touch_bin,4+,-1,COLLAPSES_AFTER_GEOMETRY_CONTROL,-6.8425214761733635,5.131858059043975,1.0,-14.182709508384209,-1.8277803757999755,1.0,654,4,2
ob_width_bucket,MEDIUM_0.5_1.0,1,COLLAPSES_AFTER_GEOMETRY_CONTROL,19.52020697343519,2.6257067107583243,1.0,20.678523730639554,-0.8745145442665248,1.0,774,4,1
ob_width_bucket,WIDE_GT_1.0,-1,COLLAPSES_AFTER_GEOMETRY_CONTROL,-20.145178778783933,-1.7154036229347802,1.0,-21.85095690454207,0.7559152575280892,1.0,2314,4,1
