factor,bucket,mechanism_status,selection_status,selected_action,trade_mode,target_R,nominal_breakeven_win_rate,discovery_trades,discovery_effective_weight,discovery_win_rate,discovery_loss_rate,discovery_zero_rate,discovery_avg_win_R,discovery_avg_loss_R,discovery_realized_payoff_ratio,discovery_realized_breakeven_win_rate,discovery_expectancy_R,discovery_median_R,discovery_profit_factor,discovery_gross_signal_total_R,discovery_target_hit_rate,discovery_stop_hit_rate,discovery_timeout_rate,discovery_both_hit_rate,discovery_daily_sharpe_252,discovery_max_drawdown_R,discovery_max_losing_streak,discovery_active_days,discovery_trading_days,discovery_active_day_rate,discovery_trades_per_active_day,validation_trades,validation_effective_weight,validation_win_rate,validation_loss_rate,validation_zero_rate,validation_avg_win_R,validation_avg_loss_R,validation_realized_payoff_ratio,validation_realized_breakeven_win_rate,validation_expectancy_R,validation_median_R,validation_profit_factor,validation_gross_signal_total_R,validation_target_hit_rate,validation_stop_hit_rate,validation_timeout_rate,validation_both_hit_rate,validation_daily_sharpe_252,validation_max_drawdown_R,validation_max_losing_streak,validation_active_days,validation_trading_days,validation_active_day_rate,validation_trades_per_active_day,validation_rest_trades,validation_rest_effective_weight,validation_rest_win_rate,validation_rest_loss_rate,validation_rest_zero_rate,validation_rest_avg_win_R,validation_rest_avg_loss_R,validation_rest_realized_payoff_ratio,validation_rest_realized_breakeven_win_rate,validation_rest_expectancy_R,validation_rest_median_R,validation_rest_profit_factor,validation_rest_gross_signal_total_R,validation_rest_target_hit_rate,validation_rest_stop_hit_rate,validation_rest_timeout_rate,validation_rest_both_hit_rate,validation_rest_daily_sharpe_252,validation_rest_max_drawdown_R,validation_rest_max_losing_streak,validation_rest_active_days,validation_rest_trading_days,validation_rest_active_day_rate,validation_rest_trades_per_active_day,validation_expectancy_delta_vs_rest_R
source_tf,5m,COLLAPSES_AFTER_GEOMETRY_CONTROL,DISCOVERY_ACTION_SELECTED,FOLLOW_1.5R,FOLLOW,1.5,0.4,4113,2910.811111111111,0.42758188473968345,0.5575597138220004,0.014858401438316161,1.323788421183286,-0.9682120932436242,1.3672504510333467,0.42243101044229703,0.026191890498204203,-1.0,1.0485182309112393,76.23964588317833,0.3468876365319892,0.5277283953273463,0.12412429634242571,0.0012596717982387498,-0.011054822892104207,7.529716740719653,16,283,284,0.9964788732394366,14.53356890459364,1818,1281.8921356421356,0.403022537537939,0.5876163004217083,0.009361162040352845,1.3486794535616493,-0.968796989298561,1.3921177176016362,0.4180396276662384,-0.02573268701161286,-1.0,0.9547979092763238,-32.986529109127055,0.3359862160378566,0.5569324915116627,0.10552109877708844,0.0015601936733921407,-1.3107386904663643,7.000318002088781,19,123,123,1.0,14.78048780487805,1351,845.7191558441558,0.4154298865754382,0.5762931340613441,0.008276979363217734,1.348416991482835,-0.9520974818798839,1.4162593822015281,0.4138628523767466,0.011485476063635565,-1.0,1.0209326464867319,9.713487121006128,0.34718422101633584,0.5293902510031102,0.12342552798055396,0.0,0.04329892290098934,7.925889246015746,16,123,123,1.0,10.983739837398375,-0.037218163075248424
source_tf,15m,COLLAPSES_AFTER_GEOMETRY_CONTROL,DISCOVERY_ACTION_SELECTED,FOLLOW_2.0R,FOLLOW,2.0,0.3333333333333333,1982,1222.8530663780664,0.3988582103446193,0.5865584077073324,0.014583381948048242,1.4965014809838473,-0.9515732011356447,1.5726603893403721,0.3887026846386044,0.03873864080819683,-1.0,1.06940502451233,47.371665699621985,0.23709554044522532,0.5445800746232309,0.21811994499769255,0.0002044399338511436,1.137912317858441,8.450005943180445,13,276,284,0.971830985915493,7.181159420289855,924,567.7968975468975,0.3806610573639412,0.6114135735129766,0.007925369123082114,1.597597762224117,-0.9487689190068598,1.6838639316899526,0.3725971306489925,0.02805305820247063,-1.0,1.048359821341939,15.92843941406537,0.2564214613963873,0.5568165862206332,0.18676195238297946,0.0,0.2821458004455856,6.64047301186654,16,122,123,0.991869918699187,7.573770491803279,2245,1559.814393939394,0.36854615685187503,0.6195934576613125,0.011860385486812484,1.5525093975929147,-0.9595554371556965,1.61794653802895,0.38197877056454305,-0.022362899165721855,-1.0,0.9623858535128589,-34.881972008908214,0.232960733316982,0.5785629348961233,0.18847633178689466,0.0,-0.97928606308928,6.794972954198988,21,123,123,1.0,18.252032520325205,0.05041595736819249
source_tf,1h,COLLAPSES_AFTER_GEOMETRY_CONTROL,DISCOVERY_ACTION_SELECTED,FADE_2.0R,FADE,2.0,0.3333333333333333,801,515.8215728715729,0.3946532710184945,0.5891912718009502,0.016155457180555204,1.586367669289375,-0.9624346516606923,1.6482861112202047,0.3776027052980493,0.059007093285769335,-1.0,1.1040582854852106,30.43713166924517,0.272921901163011,0.5505797291394231,0.17649836969756563,0.0,2.528655460451049,13.68967328506948,11,235,284,0.8274647887323944,3.4085106382978725,427,277.9222582972583,0.3681827828512573,0.616825015040878,0.014992202107864675,1.503300611101973,-0.9522924708412133,1.5786123036067097,0.3878054869284918,-0.033908415192426274,-1.0,0.9422735083897884,-9.423903325560172,0.2155278975026626,0.57784528956043,0.2066268129369075,0.0,-0.11570568748053832,11.16776222926239,14,104,123,0.8455284552845529,4.105769230769231,2742,1849.6890331890331,0.3633899111000679,0.6244458820541966,0.012164206845735546,1.582991856652883,-0.9491172766589925,1.6678569609703087,0.3748326895443062,-0.017429104934978772,-1.0,0.9705923446573824,-32.23842425653109,0.24767290551159296,0.5744374761328394,0.17788961835556774,0.0,-0.6316653563583392,3.9488598676582853,28,123,123,1.0,22.29268292682927,-0.0164793102574475
touch_bin,1,COLLAPSES_AFTER_GEOMETRY_CONTROL,DISCOVERY_ACTION_SELECTED,FOLLOW_1.5R,FOLLOW,1.5,0.4,3191,2153.4574314574315,0.43559789418807704,0.5513997591711306,0.013002346640792415,1.3442574082449472,-0.9679917680809049,1.3887074793104996,0.4186364419508788,0.05180526847877323,-1.0,1.097058973221542,111.56044039426165,0.3610699026901268,0.5216027147859812,0.1163212485576401,0.001006133966251794,1.6503979417943562,4.717544588111259,25,283,284,0.9964788732394366,11.275618374558304,1438,955.9457431457431,0.4080095880510284,0.5851908628672314,0.006799549081740105,1.3672945415946909,-0.9686071345237197,1.4116089928111177,0.4146609184909114,-0.008950762170822637,-1.0,0.9842088115047402,-8.556442995107851,0.35021342085623747,0.5555518027673387,0.09318869190230991,0.0010460844741138624,-0.553404195368465,6.370394728985842,17,123,123,1.0,11.691056910569106,1731,1171.6655483405482,0.40790941251137025,0.5814220140056049,0.01066857348302507,1.3332949900430229,-0.9570053629060089,1.3931948991324208,0.4178514672426049,-0.012560409422173817,-1.0,0.9774265492697103,-14.716598993013072,0.3324612608394169,0.5381787294877431,0.12850652379419797,0.0008534858786420056,-0.47620679290107315,8.429770654746239,19,123,123,1.0,14.073170731707316,0.00360964725135118
touch_bin,4+,COLLAPSES_AFTER_GEOMETRY_CONTROL,DISCOVERY_ACTION_SELECTED,FADE_2.5R,FADE,2.5,0.2857142857142857,1309,833.5138167388168,0.37069473654688545,0.6091096374235485,0.020195626029565976,1.7898908947281271,-0.9527713986837205,1.8786152661602875,0.34738925057320175,0.0831608924691438,-1.0,1.1432962940922955,69.31575288536237,0.20754673782124158,0.5631195979502793,0.22933366422847898,0.0,2.0441247873139816,7.984235466484527,24,254,284,0.8943661971830986,5.153543307086614,654,418.1961038961039,0.36098352747783974,0.6178940056913169,0.021122466830843248,1.5825257172949805,-0.9347231189471792,1.6930422338087139,0.3713272623228492,-0.006294096425013212,-1.0,0.9891022604199695,-2.6321666024869215,0.1581793789653148,0.5523346510936997,0.2894859699409854,0.0,-0.8595785921098016,8.229958358284044,17,111,123,0.9024390243902439,5.891891891891892,2515,1709.4151875901875,0.3417536089329893,0.6466439825489882,0.011602408518022448,1.706475582337515,-0.9451959038239048,1.805419993287911,0.35645286709032636,-0.028011054717809982,-1.0,0.9541707879407564,-47.88252235504416,0.17741586897909797,0.593575150982941,0.229008980037961,0.0,-1.234221095219495,4.908789586751845,24,123,123,1.0,20.447154471544714,0.02171695829279677
ob_width_bucket,MEDIUM_0.5_1.0,COLLAPSES_AFTER_GEOMETRY_CONTROL,DISCOVERY_ACTION_SELECTED,FOLLOW_2.5R,FOLLOW,2.5,0.2857142857142857,1803,1223.237121212121,0.3803699248201014,0.6012362579797597,0.018393817200138978,1.5679633554845613,-0.9557280257896485,1.6405957690620898,0.3787024169758436,0.021787761774185087,-1.0,1.0379169270914654,26.65159899030966,0.16186753779690555,0.5571592219483156,0.28015573726810616,0.0008175029866728434,1.63757394055728,8.082035938913364,13,281,284,0.9894366197183099,6.4163701067615655,774,529.3691558441558,0.36758283107128864,0.618249361988694,0.014167806940017432,1.639343935704206,-0.9592628037599953,1.7089622669392743,0.3691450457631703,0.009531068581597678,-1.0,1.016070904230118,5.0454537293331185,0.1602066169178335,0.5776349820939773,0.2621584009881892,0.0,1.4442592107625158,4.372556787994728,15,122,123,0.991869918699187,6.344262295081967,2395,1598.2421356421357,0.356171368110238,0.6335047894430912,0.010323842446670756,1.6717590755203744,-0.9538694980183918,1.7526077508436493,0.36329186375847017,-0.008848178419530036,-1.0,0.9853575076004458,-14.14153157377234,0.16386311151013858,0.5843883268937788,0.2517485615960826,0.0,-0.6200522427852784,8.57800902104419,18,123,123,1.0,19.471544715447155,0.018379247001127714
ob_width_bucket,WIDE_GT_1.0,COLLAPSES_AFTER_GEOMETRY_CONTROL,DISCOVERY_ACTION_SELECTED,FOLLOW_1.5R,FOLLOW,1.5,0.4,4886,3319.125865800866,0.4286151507949429,0.5585551660128355,0.012829683192221598,1.3311360843857152,-0.9645941006764746,1.3799960869055523,0.4201687580504345,0.03176607549922308,-1.0,1.0589593774733115,105.43560284445448,0.3512970309632172,0.5279246112290578,0.1199749334199536,0.0008034243877712156,0.5950735145371104,3.9520359180657274,17,282,284,0.9929577464788732,17.326241134751772,2314,1554.7810245310245,0.40236952397216336,0.5902339360530393,0.007396539974797284,1.3555686358946297,-0.9603762308930106,1.4114974863904612,0.414680092201466,-0.021407136115247218,-1.0,0.9622346954238814,-33.283409021539164,0.33784811222099687,0.5504641341595641,0.11104457623032617,0.0006431773891128073,-1.834237799100342,8.918256236082815,18,123,123,1.0,18.8130081300813,855,572.8302669552669,0.4231130015356901,0.5637941148779304,0.013092883586379498,1.3305170329490192,-0.9675230105824386,1.375178696936688,0.42102095361907654,0.017475276030063505,-1.0,1.0320362890534984,10.010367033418254,0.3474652297032752,0.5338259591135507,0.11696309337165688,0.0017457178115172663,1.520106409124259,5.159508080346401,15,123,123,1.0,6.951219512195122,-0.03888241214531073
