kappa,symbol,model,direction,rows,episodes,baseline_wRMSE,model_wRMSE,rel_wrmse_improvement,spearman,top_decile_weighted_Y,bottom_decile_weighted_Y,top_bottom_spread,top_decile_positive_Y_rate,positive_target_fraction
0.0,AG,M0,long,7639,239,3.247470943683199,3.218170387064731,0.009022576991939433,0.06839039553749023,-0.9556355700501215,-1.2562076518707044,0.3005720818205829,0.16688567674113008,0.13679801021076057
0.0,AG,M1,long,7639,239,3.218170387064731,3.1016168837906717,0.036217318928338973,0.0468177285910913,-0.26264896873132887,-2.5748260522291067,2.3121770834977777,0.1950261780104712,0.13679801021076057
0.0,AU,M0,long,7291,314,3.180685767900735,3.1212443966493004,0.018688224989501588,0.1409906874229221,-0.2620219368225749,-2.546235251382876,2.284213314560301,0.25828729281767954,0.14085859278562612
0.0,AU,M1,long,7291,314,3.1212443966493004,2.972403495094868,0.04768639767978922,0.1431407304165727,0.3971618698740107,-2.831427741723771,3.2285896115977817,0.2935528120713306,0.14085859278562612
0.0,CU,M0,long,6857,162,2.7682175409464067,2.6972004229798356,0.025654457034576666,-0.007119992861226841,-0.7435919887066729,-1.6554349095771064,0.9118429208704335,0.20408163265306123,0.13416946186378884
0.0,CU,M1,long,6857,162,2.6972004229798356,2.580385050856348,0.0433098597821037,0.06907536197104783,-0.29194354501796727,-2.561050946290891,2.2691074012729233,0.1880466472303207,0.13416946186378884
0.0,AL,M0,long,6946,153,3.198216922720021,3.1544894564181707,0.013672451668681918,0.04800018556073036,-1.6401079885829104,-2.6997064454391446,1.0595984568562342,0.07142857142857142,0.10538439389576734
0.0,AL,M1,long,6946,153,3.1544894564181707,3.057822327029896,0.03064430258011941,0.0905806722194915,-0.822569502580042,-2.8950654530024043,2.072495950422362,0.15584415584415584,0.10538439389576734
0.0,SN,M0,long,6987,150,3.0639378108665904,2.9951421187361005,0.022453357860756352,-0.04341425575357352,-1.1998031225530161,-2.5609285188052717,1.3611253962522556,0.10586552217453506,0.13510805782166882
0.0,SN,M1,long,6987,150,2.9951421187361005,2.8522605362527056,0.04770444166558898,0.010197231991824506,-0.5245793824906666,-2.9540603155270473,2.4294809330363805,0.17310443490701002,0.13510805782166882
0.0,NI,M0,long,6939,144,3.358763443409975,3.2279184665595313,0.03895629420022621,-0.02436079214661636,-1.2565391598209068,-2.682586892711558,1.4260477328906513,0.11176470588235295,0.10433780083585531
0.0,NI,M1,long,6939,144,3.2279184665595313,3.0985792897487325,0.04006891070847109,0.00958310911518401,-0.742674207961866,-2.476652107072208,1.733977899110342,0.15129682997118155,0.10433780083585531
0.0,RB,M0,long,5128,138,2.264191176745592,2.2091498909817835,0.02430946923966077,0.08309492927490181,-0.9478042672927935,-2.518298066764634,1.5704937994718404,0.13137254901960785,0.09808892355694228
0.0,RB,M1,long,5128,138,2.2091498909817835,2.146120407380658,0.028531103234970726,-0.004842635786147635,-0.22863780848230927,-1.8884795844606788,1.6598417759783695,0.158203125,0.09808892355694228
0.0,I,M0,long,5024,126,2.4703166593979633,2.364671217422735,0.042765951309649136,0.008513162496078253,-0.6940777497334578,-2.487552523249346,1.7934747735158882,0.10578842315369262,0.09136146496815287
0.0,I,M1,long,5024,126,2.364671217422735,2.346064117521868,0.007868789438367212,0.030675424455495908,-0.6941577566518957,-2.8223494209353093,2.1281916642834133,0.13320079522862824,0.09136146496815287
0.0,SC,M0,long,7258,258,3.653485645059907,3.590577282222138,0.017218724513898515,0.09689464269283805,-0.08131315558202995,-3.29072048856608,3.20940733298405,0.1889655172413793,0.1343345274180215
0.0,SC,M1,long,7258,258,3.590577282222138,3.407995236143715,0.05085033177880144,0.14978658847740325,0.4131329712369907,-4.325305186486386,4.738438157723376,0.23855755894590847,0.1343345274180215
0.0,RU,M0,long,4834,174,2.396395954664784,2.3291668860013126,0.028054240591002744,0.14521021929447903,-0.03250451609238727,-2.273746616810073,2.2412421007176855,0.19294605809128632,0.14708316094331816
0.0,RU,M1,long,4834,174,2.3291668860013126,2.273264655454537,0.02400095539858369,0.036646127316382206,0.045307920068639325,-1.6988049641788177,1.744112884247457,0.22933884297520662,0.14708316094331816
0.0,MA,M0,long,4800,161,3.021275749270201,3.0010738861333888,0.006686534038375083,0.0455774332639662,-0.6395234813577296,-1.1964251489534803,0.5569016675957507,0.1638655462184874,0.15395833333333334
0.0,MA,M1,long,4800,161,3.0010738861333888,2.901890318149965,0.033049358911723725,0.0756169442378777,-0.13042158956103214,-2.2509635367854095,2.1205419472243774,0.2125,0.15395833333333334
0.0,TA,M0,long,5028,150,2.892147390028094,2.860937382199071,0.010791292289124925,-0.010463896612671398,-1.2201257885350563,-3.4589620622851545,2.238836273750098,0.10707070707070707,0.14180588703261734
0.0,TA,M1,long,5028,150,2.860937382199071,2.783211784683814,0.027167877912627637,0.005852953919378536,-0.6389452211451594,-2.496025421864084,1.8570802007189247,0.16302186878727634,0.14180588703261734
0.0,M,M0,long,4916,160,2.1328753393443134,2.1064389067937235,0.012394738718633683,0.055655121055426054,-0.4554675852644043,-2.2855373362903495,1.8300697510259452,0.1440501043841336,0.12367778681855167
0.0,M,M1,long,4916,160,2.1064389067937235,2.071942800331358,0.01637650460742441,0.0393278779445465,-0.1883347186652122,-1.5113626879375064,1.3230279692722942,0.17959183673469387,0.12367778681855167
0.0,P,M0,long,5035,130,2.681712406330596,2.535223415782658,0.054625167934536235,0.12950993752873843,-0.39459016295116706,-2.664104614460681,2.269514451509514,0.2435129740518962,0.1346573982125124
0.0,P,M1,long,5035,130,2.535223415782658,2.4380268421965337,0.038338464760557724,0.14515573213832392,-0.15586990164190323,-2.6913407869175887,2.5354708852756853,0.22817460317460317,0.1346573982125124
0.0,CF,M0,long,4939,160,2.580094602635635,2.489170431569265,0.03524063457730919,0.1653187978649641,-0.1568555306292426,-3.108215158940401,2.9513596283111583,0.21862348178137653,0.11500303705203482
0.0,CF,M1,long,4939,160,2.489170431569265,2.456764581958303,0.013018734755953203,0.07584544108195021,-0.16992834977941135,-2.0554021037924515,1.8854737540130402,0.19635627530364372,0.11500303705203482
0.0,AG,M0,short,7639,239,3.2252645007141343,3.167305090434597,0.01797043630582981,0.07078594833991855,-0.6297990116663663,-1.9979289373390703,1.368129925672704,0.14921465968586387,0.12828904306846445
0.0,AG,M1,short,7639,239,3.167305090434597,3.0178207325864443,0.04719607160661664,0.11756601077497403,0.31696090858078635,-3.209913153634015,3.5268740622148016,0.21465968586387435,0.12828904306846445
0.0,AU,M0,short,7291,314,2.92145277704099,2.8718429335062954,0.01698122383649904,0.019705746602373078,-0.32854174253062135,-2.0769522441209185,1.748410501590297,0.24175824175824176,0.16006034837470853
0.0,AU,M1,short,7291,314,2.8718429335062954,2.750608662890152,0.042214798449344865,0.1449306314936119,0.06830537168030933,-2.724038636655996,2.7923440083363054,0.23868312757201646,0.16006034837470853
0.0,CU,M0,short,6857,162,3.263340708182382,3.1516129064704543,0.034237246951194955,0.026412630058219956,-0.4503384408313811,-1.6849237713016718,1.2345853304702907,0.17302052785923755,0.11302318798308299
0.0,CU,M1,short,6857,162,3.1516129064704543,3.067204926261756,0.026782470663006736,0.09808513817426638,0.16429733868824395,-1.9172182505761408,2.081515589264385,0.17638483965014579,0.11302318798308299
0.0,AL,M0,short,6946,153,2.978280770517927,2.8840343102012613,0.031644585443257635,0.10816739689508136,-0.9041310931323226,-2.4371734076970784,1.5330423145647556,0.17266187050359713,0.10423265188597754
0.0,AL,M1,short,6946,153,2.8840343102012613,2.756586615283648,0.04419076932157559,0.12511482157530995,-0.3003374542855732,-3.7006994006249787,3.4003619463394057,0.1841726618705036,0.10423265188597754
0.0,SN,M0,short,6987,150,2.9793855106998555,2.8843141083778696,0.03190973507139519,0.07922571314394011,-1.721499506729651,-2.368170190959506,0.6466706842298551,0.10043041606886657,0.1140689852583369
0.0,SN,M1,short,6987,150,2.8843141083778696,2.8208587042751905,0.022000171173577998,0.026804477624625577,-0.3192523318224451,-2.6760738858136794,2.3568215539912343,0.19368723098995697,0.1140689852583369
0.0,NI,M0,short,6939,144,3.3165501623591847,3.293612500412114,0.00691612091606487,-0.07486000064379364,-0.5851003220375628,-1.261553011560285,0.6764526895227223,0.16011644832605532,0.13071047701397895
0.0,NI,M1,short,6939,144,3.293612500412114,3.1355018269511823,0.04800524452744457,0.009482341094805575,-0.023824246534961662,-2.3143143059351003,2.2904900594001387,0.1844380403458213,0.13071047701397895
0.0,RB,M0,short,5128,138,2.7103785701278547,2.693548888868027,0.006209347079892884,-0.019352548285461114,-0.43727793649507146,-1.135088264632043,0.6978103281369716,0.11306042884990253,0.10686427457098284
0.0,RB,M1,short,5128,138,2.693548888868027,2.6118978919328217,0.03031353812535379,0.029179632865102226,-0.6082174925461558,-2.069125200834721,1.4609077082885653,0.134765625,0.10686427457098284
0.0,I,M0,short,5024,126,2.173818174280316,2.1469213812971484,0.012373064730711677,0.06862325045438437,-0.7534829995499094,-1.8626052764640415,1.1091222769141322,0.15904572564612326,0.10111464968152867
0.0,I,M1,short,5024,126,2.1469213812971484,2.17783125344628,-0.01439730044071572,0.020286457203748696,-0.8962577191084766,-1.8709656869698603,0.9747079678613837,0.14910536779324055,0.10111464968152867
0.0,SC,M0,short,7258,258,3.6094325208369735,3.5406599894204143,0.019053557870812317,0.06772690153599961,-0.3185072976217456,-3.034393056706098,2.7158857590843524,0.16942148760330578,0.13364563240562138
0.0,SC,M1,short,7258,258,3.5406599894204143,3.3267565122244815,0.06041344772869521,0.19104466329733896,0.4998632069107468,-6.386103637152086,6.885966844062833,0.22482758620689655,0.13364563240562138
0.0,RU,M0,short,4834,174,2.5154478753637366,2.556312277704262,-0.016245378304496298,-0.015693379253708062,-0.5679800936642462,-1.6412677514144636,1.0732876577502175,0.14669421487603307,0.1206040546131568
0.0,RU,M1,short,4834,174,2.556312277704262,2.325086212820892,0.09045298060807598,0.12122554908535695,0.14857105646579932,-3.0126171780999393,3.1611882345657385,0.22933884297520662,0.1206040546131568
0.0,MA,M0,short,4800,161,3.612554740669432,3.5298349175263737,0.02289787396487439,0.06341365277052763,-0.6586782817013652,-2.9967041509993826,2.3380258692980176,0.14791666666666667,0.13145833333333334
0.0,MA,M1,short,4800,161,3.5298349175263737,3.4320874373975205,0.027691799308663508,0.1278725342137046,0.1348757547150779,-2.748183934673917,2.883059689388995,0.16041666666666668,0.13145833333333334
0.0,TA,M0,short,5028,150,2.8397528922993622,2.79197215459303,0.016825667414901053,0.14019524706751946,-0.6129425556613104,-1.9117127888975953,1.298770233236285,0.18163672654690619,0.13842482100238662
0.0,TA,M1,short,5028,150,2.79197215459303,2.6675413337994884,0.04456735737455053,0.1256700175028553,-0.0511582149230919,-3.057791118449167,3.006632903526075,0.18886679920477137,0.13842482100238662
0.0,M,M0,short,4916,160,2.589271602893733,2.5489496328532213,0.015572707782160924,0.08966565093865532,-0.7849203038285751,-2.2944580041046496,1.5095377002760744,0.16089613034623218,0.11269324654190399
0.0,M,M1,short,4916,160,2.5489496328532213,2.3902111969886017,0.06227601903884319,0.15251007500275973,-0.2356644134337841,-3.597741509701105,3.362077096267321,0.19308943089430894,0.11269324654190399
0.0,P,M0,short,5035,130,2.910891429058895,2.873773453540541,0.012751411869165577,-0.06826039692543406,-1.8173054826194286,-1.9137511910534262,0.09644570843399758,0.08548707753479125,0.13068520357497518
0.0,P,M1,short,5035,130,2.873773453540541,2.766196961951352,0.03743388034176913,-0.013683032767089457,-0.5594024488382581,-2.719446715553627,2.160044266715369,0.1488095238095238,0.13068520357497518
0.0,CF,M0,short,4939,160,2.68109381917065,2.657780223066211,0.008695554007748492,0.01593557748890735,-0.5593991561725002,-2.3545979382465974,1.795198782074097,0.1214574898785425,0.13464264021056893
0.0,CF,M1,short,4939,160,2.657780223066211,2.534220401004973,0.046489856831988245,0.12813985648293563,-0.020803060714173618,-2.5670220537938846,2.546218993079711,0.18421052631578946,0.13464264021056893
0.005,AG,M0,long,7639,239,3.245567641667912,3.214330057640468,0.009624690493706983,0.06436819694906781,-1.1342223354462064,-1.3877180363563788,0.2534957009101724,0.16819973718791065,0.137845267705197
0.005,AG,M1,long,7639,239,3.214330057640468,3.093816143928167,0.03749270036094739,0.02204560928640102,-0.1443069516260433,-2.2173045766588033,2.07299762503276,0.20026178010471204,0.137845267705197
0.005,AU,M0,long,7291,314,3.1784450934505495,3.1209615970623754,0.018085414313628888,0.1472806720157472,-0.2447558122350682,-2.9709224233795855,2.7261666111445173,0.2651622002820874,0.14099574818269098
0.005,AU,M1,long,7291,314,3.1209615970623754,2.975241673665971,0.046690713379352114,0.14868676542766285,0.27367757648941876,-2.931490235046176,3.2051678115355946,0.2784636488340192,0.14099574818269098
0.005,CU,M0,long,6857,162,2.7663684976625063,2.6929396268496704,0.02654341635067091,0.007465279635092716,-0.6923573723974678,-1.7765992333581793,1.0842418609607116,0.2099125364431487,0.1366486801808371
0.005,CU,M1,long,6857,162,2.6929396268496704,2.5774482609576506,0.04288672673554406,0.07750919181598352,-0.428269995994534,-2.5599164627389555,2.1316464667444213,0.21137026239067055,0.1366486801808371
0.005,AL,M0,long,6946,153,3.196658442860629,3.154828199747848,0.013085615451411181,0.04121816793951801,-1.6278661475655551,-2.735405329617703,1.1075391820521479,0.08670520231213873,0.11459832997408581
0.005,AL,M1,long,6946,153,3.154828199747848,3.068012447284744,0.02751837721941332,0.09378607511815479,-0.8821946328816793,-3.1267526371938614,2.244558004312182,0.1712230215827338,0.11459832997408581
