kappa,symbol,model,direction,rows,episodes,baseline_wRMSE,model_wRMSE,rel_wrmse_improvement,spearman,top_decile_weighted_Y,bottom_decile_weighted_Y,top_bottom_spread,top_decile_positive_Y_rate,positive_target_fraction
0.005,SN,M0,long,6987,150,3.0622046956194464,2.9940471724576927,0.022257663982833874,-0.044371873852576765,-1.1643486356550263,-2.7269343092087808,1.5625856735537544,0.11901306240928883,0.1353943037068842
0.005,SN,M1,long,6987,150,2.9940471724576927,2.849838162805061,0.04816524301260633,-0.005401714635224269,-0.5498832359533041,-2.576743241740488,2.026860005787184,0.18025751072961374,0.1353943037068842
0.005,NI,M0,long,6939,144,3.3569081704620345,3.2379956702490253,0.03542322106375713,-0.03867714609663493,-1.2275549676503437,-2.6825995656643373,1.4550445980139937,0.11790393013100436,0.10534659172791469
0.005,NI,M1,long,6939,144,3.2379956702490253,3.0897427334053305,0.04578540305222001,0.014773938431312307,-0.6466456863546994,-2.592177751347658,1.9455320649929584,0.15706051873198848,0.10534659172791469
0.005,RB,M0,long,5128,138,2.2623012831018827,2.204009009846318,0.02576680378116527,0.08683957464331989,-0.7946931660965533,-2.4750051970643203,1.680312030967767,0.14619883040935672,0.10998439937597504
0.005,RB,M1,long,5128,138,2.204009009846318,2.1472773358454913,0.025740218732038033,-0.005118653414357179,-0.28505697044669215,-1.8994536061921348,1.6143966357454427,0.16764132553606237,0.10998439937597504
0.005,I,M0,long,5024,126,2.4687280600024084,2.3720193598347095,0.039173492509986946,0.011529840665854853,-0.7407666102776596,-2.7117559232672783,1.9709893129896188,0.126,0.10489649681528662
0.005,I,M1,long,5024,126,2.3720193598347095,2.355745638720394,0.006860703327248292,0.014954051905395603,-0.6779625504050725,-2.182705198167536,1.5047426477624635,0.1411530815109344,0.10489649681528662
0.005,SC,M0,long,7258,258,3.6514363336974416,3.5860619886152962,0.017903734067286157,0.10059174672968954,0.17361612554314532,-3.1021662640202496,3.275782389563395,0.1859504132231405,0.13598787544778176
0.005,SC,M1,long,7258,258,3.5860619886152962,3.400818876723513,0.05165641655941147,0.16008572053806983,0.3963512758417027,-4.2970676736108855,4.693418949452588,0.23789764868603042,0.13598787544778176
0.005,RU,M0,long,4834,174,2.394508525225593,2.333547310344095,0.02545875875541284,0.1391634206095091,-0.1337313713828599,-2.01575825832216,1.8820268869393002,0.1970954356846473,0.1524617294166322
0.005,RU,M1,long,4834,174,2.333547310344095,2.2736089593202964,0.025685509249418426,0.034312548755236996,0.021867783552103594,-1.528762532741425,1.5506303162935284,0.22107438016528927,0.1524617294166322
0.005,MA,M0,long,4800,161,3.0196771031864755,2.9984373255144106,0.007033791013500076,0.04127104972441045,-0.5950380561690372,-1.2474157271411277,0.6523776709720905,0.16806722689075632,0.160625
0.005,MA,M1,long,4800,161,2.9984373255144106,2.912153146470383,0.02877638238752406,0.06642077249758631,-0.16401050601199987,-1.2881779734285568,1.124167467416557,0.21875,0.160625
0.005,TA,M0,long,5028,150,2.8908547132511218,2.8574404168696015,0.011558621825010978,-0.00692038374437592,-1.2632240017385996,-3.4192554707912017,2.156031469052602,0.1079429735234216,0.14578361177406524
0.005,TA,M1,long,5028,150,2.8574404168696015,2.7749169789753148,0.028880195508920972,-0.005466111405224238,-0.590898216132045,-2.784994005923447,2.194095789791402,0.16500994035785288,0.14578361177406524
0.005,M,M0,long,4916,160,2.1309668722385653,2.1010457130386424,0.014041118888202577,0.06102958274819268,-0.5136528742511682,-1.949832509202488,1.4361796349513196,0.14989733059548255,0.1336452400325468
0.005,M,M1,long,4916,160,2.1010457130386424,2.0720583891505733,0.013796617421591528,0.0396009899423924,-0.3367874490195478,-1.5289357204815306,1.1921482714619827,0.17682926829268292,0.1336452400325468
0.005,P,M0,long,5035,130,2.6800361182305923,2.5409233301280976,0.05190705720575865,0.13162449599297316,-0.497927777870878,-3.1373026093404777,2.6393748314695995,0.2345924453280318,0.1368421052631579
0.005,P,M1,long,5035,130,2.5409233301280976,2.4224336641122317,0.04663252315050858,0.14857898429836736,-0.17535673908955582,-3.001090564130363,2.8257338250408073,0.21031746031746032,0.1368421052631579
0.005,CF,M0,long,4939,160,2.5784581365722254,2.49509304018132,0.032331374788861326,0.1533959575688287,-0.166448832283521,-3.0289422145895326,2.8624933823060115,0.2309278350515464,0.12188702166430451
0.005,CF,M1,long,4939,160,2.49509304018132,2.4597384014830332,0.014169667474891977,0.07153449021270017,-0.17484474491285293,-1.9362933163102871,1.7614485713974342,0.21052631578947367,0.12188702166430451
0.005,AG,M0,short,7639,239,3.223265478629451,3.164041666885941,0.01837385475573432,0.0732439937129648,-0.5020993237803053,-2.4643215781462406,1.9622222543659353,0.17320703653585928,0.12920539337609635
0.005,AG,M1,short,7639,239,3.164041666885941,3.0214138308207605,0.04507773635154274,0.11875152984459404,0.09950601879388898,-3.722406102485146,3.821912121279035,0.19633507853403143,0.12920539337609635
0.005,AU,M0,short,7291,314,2.919340687011023,2.8809886995961786,0.013137208543519102,0.008234651116545979,-0.31322437315383644,-2.1858489933736696,1.8726246202198331,0.24447513812154695,0.1603346591688383
0.005,AU,M1,short,7291,314,2.8809886995961786,2.754821730810811,0.0437929412229392,0.15144681951015931,0.1234556794975199,-2.44545566902072,2.56891134851824,0.25961538461538464,0.1603346591688383
0.005,CU,M0,short,6857,162,3.261408895443596,3.153688732598448,0.03302872050040713,0.03478350010586245,-0.4482024332572701,-1.6968561764668029,1.2486537432095328,0.17638483965014579,0.11593991541490448
0.005,CU,M1,short,6857,162,3.153688732598448,3.058896690358377,0.030057513685558975,0.10773241151358048,0.13358735221226284,-1.975982041907791,2.109569394120054,0.1749271137026239,0.11593991541490448
0.005,AL,M0,short,6946,153,2.97654478582142,2.878012160806104,0.033103021155492046,0.11389066699302727,-0.8022201560516984,-2.434591808839048,1.6323716527873495,0.20202020202020202,0.11143103944716383
0.005,AL,M1,short,6946,153,2.878012160806104,2.7564925250026127,0.04222346154696401,0.13535541099158876,-0.39874051606359,-4.117639939946436,3.7188994238828457,0.18992805755395684,0.11143103944716383
0.005,SN,M0,short,6987,150,2.9777602627751185,2.886981375446003,0.03048562655091451,0.0755272244251583,-1.7422292488566062,-2.803874966671182,1.061645717814576,0.10359712230215827,0.11421210820094461
0.005,SN,M1,short,6987,150,2.886981375446003,2.8131052477910834,0.02558940223281033,0.045306472625720115,-0.34363872483338903,-2.7156146539334958,2.3719759291001066,0.18911174785100288,0.11421210820094461
0.005,NI,M0,short,6939,144,3.3150041693697836,3.286839771002636,0.00849603708718771,-0.06705555507286466,-0.4026974255547486,-1.0324941357647974,0.6297967102100488,0.17246376811594202,0.1325839458135178
0.005,NI,M1,short,6939,144,3.286839771002636,3.125440075782406,0.04910482605332351,0.02272551986308273,-0.02000087414284565,-2.6375306777889334,2.6175298036460877,0.1844380403458213,0.1325839458135178
0.005,RB,M0,short,5128,138,2.708825779921904,2.6985077066948873,0.0038090575272486495,-0.014347037070715735,-0.7407419864459418,-0.9510839242294633,0.2103419377835215,0.12085769980506822,0.11836973478939157
0.005,RB,M1,short,5128,138,2.6985077066948873,2.6192129948250193,0.02938465273719285,0.03280867285237732,-0.6774781018017767,-2.3505016468351783,1.6730235450334017,0.15009746588693956,0.11836973478939157
0.005,I,M0,short,5024,126,2.1725989989541166,2.1427692032462122,0.013730005271227835,0.07439371927444853,-0.712462587299205,-1.8868130052711947,1.1743504179719897,0.186,0.1152468152866242
0.005,I,M1,short,5024,126,2.1427692032462122,2.1812319447878603,-0.01795001602756775,0.01477644348134195,-0.8742187627417534,-1.7770561586434168,0.9028373959016635,0.15904572564612326,0.1152468152866242
0.005,SC,M0,short,7258,258,3.607443693963774,3.5333591999163225,0.020536562821871555,0.0882122826534053,-0.30833972575521607,-3.073391959919074,2.765052234163858,0.16275862068965516,0.13529898043538166
0.005,SC,M1,short,7258,258,3.5333591999163225,3.343063519878478,0.053856873663552574,0.18697194961839567,0.4876001069793939,-6.697500762568989,7.185100869548383,0.21349862258953167,0.13529898043538166
0.005,RU,M0,short,4834,174,2.513407634693122,2.5453296347899657,-0.012700685577706225,-0.005703554554745287,-0.7095823900406798,-1.5116773010659106,0.8020949110252308,0.13721413721413722,0.12556888705006206
0.005,RU,M1,short,4834,174,2.5453296347899657,2.3220552997831017,0.08771922188588671,0.10367588374368097,0.08833695794217238,-2.8887201232089477,2.97705708115112,0.24380165289256198,0.12556888705006206
0.005,MA,M0,short,4800,161,3.610870424930012,3.525264039489768,0.023707963833098023,0.07376989805932983,-0.6550450754519404,-3.3277943619087686,2.6727492864568285,0.1625,0.13354166666666667
0.005,MA,M1,short,4800,161,3.525264039489768,3.4296125609902237,0.027133138802672024,0.1369796062800219,0.21123157387533006,-3.075473356056473,3.286704929931803,0.15416666666666667,0.13354166666666667
0.005,TA,M0,short,5028,150,2.837964513807544,2.796938320320455,0.014456203834644287,0.14614035265770645,-0.6830879871335476,-2.2815224576389506,1.598434470505403,0.18762475049900199,0.14180588703261734
0.005,TA,M1,short,5028,150,2.796938320320455,2.657285298561165,0.04993067624862368,0.13182430575500273,-0.017256625935016413,-2.991026928233485,2.9737703022984685,0.18962075848303392,0.14180588703261734
0.005,M,M0,short,4916,160,2.587540857857091,2.534358348614639,0.020553302213939022,0.10224673282193796,-0.7817360253287865,-2.4588387978134225,1.677102772484636,0.1554192229038855,0.121033360455655
0.005,M,M1,short,4916,160,2.534358348614639,2.3881877762598065,0.0576755739513846,0.15850913362344868,-0.24449887143946447,-3.6032869695420113,3.358788098102547,0.21544715447154472,0.121033360455655
0.005,P,M0,short,5035,130,2.9091994310669866,2.868028190228477,0.014152086102742479,-0.07325299985709649,-1.7736231435702998,-1.88527033769637,0.11164719412607016,0.07784431137724551,0.13247269116186694
0.005,P,M1,short,5035,130,2.868028190228477,2.7709587624809453,0.03384535343071332,-0.02570572878005111,-0.5566383421881308,-2.786210497764628,2.229572155576497,0.1488095238095238,0.13247269116186694
0.005,CF,M0,short,4939,160,2.679336869687677,2.65537527128417,0.008943107779612732,0.009920104631682101,-0.5166737070035747,-1.9502032337319268,1.433529526728352,0.11336032388663968,0.14274144563676858
0.005,CF,M1,short,4939,160,2.65537527128417,2.524052418952954,0.04945547763111727,0.1381718804011159,0.07778781846922353,-2.6474019055719267,2.72518972404115,0.20647773279352227,0.14274144563676858
0.01,AG,M0,long,7639,239,3.243668469605319,3.2106600967531236,0.010176247406755433,0.0712555212895772,-0.8899142728629292,-1.2848574357460254,0.39494316288309617,0.17082785808147175,0.1375834533315879
0.01,AG,M1,long,7639,239,3.2106600967531236,3.092727080267612,0.03673170405200313,0.044368539852702164,-0.12589549140970288,-2.0615486264334986,1.9356531350237958,0.22905759162303665,0.1375834533315879
0.01,AU,M0,long,7291,314,3.1762099305218747,3.1132705737835655,0.019815868004659187,0.1518708130963151,-0.24534808989299747,-2.9585950642048715,2.713246974311874,0.265474552957359,0.14085859278562612
0.01,AU,M1,long,7291,314,3.1132705737835655,2.985944247429813,0.04089793139920136,0.1515529382363271,0.19792564938566368,-2.569994413408685,2.7679200627943485,0.28708791208791207,0.14085859278562612
0.01,CU,M0,long,6857,162,2.7645241318331255,2.6922705345273727,0.026135998045291865,0.004554263957688264,-0.7151180385004983,-2.0493603295416016,1.3342422910411034,0.2113095238095238,0.1366486801808371
0.01,CU,M1,long,6857,162,2.6922705345273727,2.579603094960953,0.04184848369489677,0.08606555723548986,-0.41433457345721114,-2.698593983054948,2.2842594095977367,0.2099125364431487,0.1366486801808371
0.01,AL,M0,long,6946,153,3.1951041475018163,3.1524480411342455,0.01335045882649011,0.0432798676097169,-1.6434127132242835,-2.9063289462484794,1.2629162330241959,0.085383502170767,0.11459832997408581
0.01,AL,M1,long,6946,153,3.1524480411342455,3.0592587093206522,0.029560941400976707,0.08062614807865995,-0.8481268905204528,-2.607200321566315,1.7590734310458624,0.17630057803468208,0.11459832997408581
0.01,SN,M0,long,6987,150,3.0604758112520196,2.989094493962909,0.02332360119517137,-0.03465728662922982,-1.033118346271215,-2.971908084790049,1.9387897385188342,0.1246376811594203,0.1352511807642765
0.01,SN,M1,long,6987,150,2.989094493962909,2.839515982970685,0.0500414126399579,0.02433050660095185,-0.5181111494789337,-2.586557255358488,2.0684461058795547,0.1859799713876967,0.1352511807642765
0.01,NI,M0,long,6939,144,3.355056748937241,3.2274877069845465,0.03802291630181924,-0.032248208392184015,-1.3298270439798585,-2.85891337200907,1.5290863280292115,0.1138328530259366,0.10534659172791469
0.01,NI,M1,long,6939,144,3.2274877069845465,3.090036616307119,0.0425876418924763,0.03089122524512818,-0.6781754645143043,-2.4743377670426057,1.7961623025283013,0.14553314121037464,0.10534659172791469
0.01,RB,M0,long,5128,138,2.2604167539331574,2.2020465174699164,0.025822776424602224,0.08356819789231064,-0.96297370586206,-2.5097710589610713,1.5467973530990113,0.14090019569471623,0.10998439937597504
0.01,RB,M1,long,5128,138,2.2020465174699164,2.1557133148312153,0.02104097359938451,-0.005336698762882698,-0.42176383238557524,-1.9220940317999793,1.500330199414404,0.15594541910331383,0.10998439937597504
0.01,I,M0,long,5024,126,2.4671435201280816,2.3656776128336565,0.04112687667605064,0.011066304788922069,-0.7416504081764143,-2.735786063495733,1.9941356553193188,0.128,0.10489649681528662
0.01,I,M1,long,5024,126,2.3656776128336565,2.3724572464636187,-0.002865831588033402,0.0315093982621741,-0.6700831076926158,-2.282532785171556,1.6124496774789403,0.13717693836978131,0.10489649681528662
0.01,SC,M0,long,7258,258,3.6493919072294516,3.580338106387848,0.018922001965535083,0.09641229322114869,-0.08571269888927366,-3.319470595910721,3.2337578970214476,0.18245125348189414,0.13598787544778176
0.01,SC,M1,long,7258,258,3.580338106387848,3.4020657707331377,0.0497920392871965,0.16149741004076393,0.4669521478212167,-4.780536182949825,5.247488330771041,0.2534435261707989,0.13598787544778176
0.01,RU,M0,long,4834,174,2.3926273675295167,2.327926784919706,0.02704164613673911,0.13873045044183302,-0.10953428060368338,-2.2917559342016762,2.182221653597993,0.20041753653444677,0.1524617294166322
0.01,RU,M1,long,4834,174,2.327926784919706,2.2790110270015305,0.021012584345457653,0.026623739889301782,-0.02257098270103597,-1.6305446134900177,1.6079736307889818,0.22933884297520662,0.1524617294166322
