kappa,symbol,model,direction,fold,rows,w_rmse,r2,spearman,baseline_wRMSE,rel_wrmse_improvement
0.01,AG,M1,short,0,7639,3.020504686703243,-0.12184116840540571,0.11791509040833427,3.2219632169048276,0.06252663877246721
0.01,AU,M1,short,2,7291,2.7658940845150015,-0.02886816570360007,0.1321857502916285,2.9200787806447854,0.05280155355799621
0.01,CU,M1,short,4,6857,3.0778774488981266,-0.09342858097187645,0.06430597265497386,3.260846994072039,0.056111048910462924
0.01,AL,M1,short,1,6946,2.758159635826557,-0.05131026448961218,0.11043053092539933,2.975588000391893,0.07307072233679521
0.01,SN,M1,short,3,6987,2.809095957176673,-0.12441604079514046,0.027985725657351905,2.975307791162514,0.05586374440975014
0.01,NI,M1,short,3,6939,3.1406307120935884,-0.0673176183554487,-0.004930685844409837,3.3130638263304695,0.05204642085868507
0.01,RB,M1,short,0,5128,2.626292137176851,-0.038322283751122344,0.009762900064461425,2.7081152756960503,0.030214053018170987
0.01,I,M1,short,0,5024,2.246476208705023,-0.11166616318185252,-0.011686870203425815,2.1724481775812357,-0.034075855934206346
0.01,SC,M1,short,2,7258,3.4034266241249496,-0.06815404906212064,0.16570839977525578,3.605942714614661,0.05616176032662037
0.01,RU,M1,short,1,4834,2.3298951676582713,0.0011872293700836423,0.094454987999126,2.511615542089468,0.07235198675352178
0.01,MA,M1,short,2,4800,3.4377651868519217,-0.06066432542239597,0.11741626860288884,3.606780824149425,0.046860523424614116
0.01,TA,M1,short,4,5028,2.6903461009202037,-0.03838904721244685,0.09409864798133218,2.837092804641674,0.05172432268742948
0.01,M,M1,short,1,4916,2.4246432078838756,-0.01585888120251777,0.13194163176790036,2.58619797116047,0.06246805738699975
0.01,P,M1,short,4,5035,2.76728397241205,-0.0683860145698496,-0.04118321564805905,2.9097583130021114,0.04896432117864288
0.01,CF,M1,short,3,4939,2.5469993346930195,0.003574277112748936,0.12573594435378924,2.6775688399822,0.04876420106907453
0.01,POOLED,M1,short,-1,89621,2.856406193673147,-0.053111636249356886,0.08361594364858728,3.0159955588296947,0.05291432365983773
0.02,AG,M0,long,0,7639,3.217159073083862,-0.22706265424882321,0.06347642124698338,3.2394529881227387,0.006881999868686434
0.02,AU,M0,long,2,7291,3.1145328591693335,-0.22569194778926738,0.1253533999106636,3.1717764364025895,0.018047796993593077
0.02,CU,M0,long,4,6857,2.6808644107563304,-0.14245872582657415,-0.014237523380205088,2.7608570110832686,0.028973829505046254
0.02,AL,M0,long,1,6946,3.1455822471233397,-0.13575395572957816,0.05811073992380078,3.191885618042809,0.014506588412106542
0.02,SN,M0,long,3,6987,2.969974065173421,-0.17920640472942617,-0.019205298525894473,3.057199288005947,0.02853108829860365
0.02,NI,M0,long,3,6939,3.2298687690752934,-0.21307612218472594,-0.027281067858840068,3.35160171051065,0.03632082566779968
0.02,RB,M0,long,0,5128,2.200449009921602,-0.10859169517265221,0.08597101806659505,2.2561932018006714,0.02470718900960245
0.02,I,M0,long,0,5024,2.3805380106240714,-0.08390954201725043,0.009388309659958405,2.4631949431712994,0.03355679694633073
0.02,SC,M0,long,2,7258,3.583134410988257,-0.2582637776527925,0.12114860522593834,3.6454682852827913,0.0170990033149332
0.02,RU,M0,long,1,4834,2.3325625071733715,-0.036422209197999766,0.11794621312564134,2.388909846715611,0.023587051482795978
0.02,MA,M0,long,2,4800,2.982696933247885,-0.07907532507263348,0.05973126254655557,3.015138532934954,0.010759571851410087
0.02,TA,M0,long,4,5028,2.8584689131517296,-0.07551336292774935,-0.006584829833863971,2.887015553293878,0.009887941237302621
0.02,M,M0,long,1,4916,2.103766546678008,-0.07840187243719399,0.047273945053063045,2.1252866206693124,0.0101257278816008
0.02,P,M0,long,4,5035,2.52696139221533,-0.11543935147395445,0.12401571519148878,2.6750433441889743,0.055356842084568196
0.02,CF,M0,long,3,4939,2.473067669091217,-0.08349846153191964,0.16816973472813457,2.5736575050654293,0.03908439090136629
0.02,POOLED,M0,long,-1,89621,2.8876925574681276,-0.1412592241524009,0.05816118120097851,2.9502301022714894,0.021197514307515163
0.02,AG,M1,long,0,7639,3.106970703447427,-0.19280030560846018,0.024227078924709024,3.2394529881227387,0.040896498625246344
0.02,AU,M1,long,2,7291,3.0071478208900833,-0.1462437582027878,0.1261968486454289,3.1717764364025895,0.051904230582918105
0.02,CU,M1,long,4,6857,2.577985988019187,-0.058235520367980964,0.080571077346412,2.7608570110832686,0.06623704970230575
0.02,AL,M1,long,1,6946,3.0540791940859946,-0.09054650203074432,0.09496560200204819,3.191885618042809,0.04317398567725436
0.02,SN,M1,long,3,6987,2.847203166543162,-0.07740806121290822,0.039022261290262227,3.057199288005947,0.0686890521944857
0.02,NI,M1,long,3,6939,3.1111168208392748,-0.14313708539304093,-0.024258647471549027,3.35160171051065,0.07175222787278471
0.02,RB,M1,long,0,5128,2.1279564613909026,-0.08543898308027376,0.006841352265454168,2.2561932018006714,0.05683765925162034
0.02,I,M1,long,0,5024,2.3904293091314095,-0.05773195944474496,0.009018777000562032,2.4631949431712994,0.029541159233708897
0.02,SC,M1,long,2,7258,3.4447297754469117,-0.19220530694461102,0.12041133977729238,3.6454682852827913,0.0550652190957979
0.02,RU,M1,long,1,4834,2.2944864280868753,-0.051928526313103296,0.030316818872348533,2.388909846715611,0.039525735455673845
0.02,MA,M1,long,2,4800,2.8942403282281104,-0.027362029756635042,0.07161690310082472,3.015138532934954,0.04009706465764291
0.02,TA,M1,long,4,5028,2.7780610915620225,-0.08455765148138816,0.008666705919396903,2.887015553293878,0.03773947861401245
