kappa,direction,pearson,spearman,sign_agreement,pos_to_nonpos_flip_rate,top_decile_overlap,n_compared
0.005,long,0.9999998065404909,0.9999738485336036,0.9629727864650571,0.00010782252412528977,0.09981269276449518,426038
0.005,short,0.9999998103012641,0.9999758989017322,0.9639797388965303,0.00011478640163761933,0.09980799834756524,426038
0.01,long,0.9999992259901191,0.999971475519108,0.9629422727550124,0.0003414379930634176,0.09956154145874312,426038
0.01,short,0.9999992410687458,0.9999735609919891,0.9639421835610908,0.00042088347267127087,0.09961787446190246,426038
0.02,long,0.9999969023007601,0.9999621432706424,0.9628225651232989,0.0012399590274408325,0.09910618301653844,426038
0.02,short,0.9999969617265151,0.9999645876771285,0.9638248231378421,0.001377436819651432,0.09920476577206729,426038
0.05,long,0.9999805560683331,0.9998978473312646,0.962216985339336,0.005822416302765648,0.09791380111633234,426038
0.05,short,0.9999809277634656,0.9999022936846867,0.9632051601030894,0.006408907424767079,0.09799360620414141,426038
