kappa,n_rows,n_candidate,candidate_rate,P_YL_gt_0,P_YS_gt_0,P_max_YL_YS_gt_0,F1_rate_short,F1_rate_flat,F1_rate_long,mean_YL,std_YL,mean_YS,std_YS
0.0,426038,426038,1.0,0.13061510945033072,0.1226909336725832,0.2421943582497336,0.7578079889587314,0.12477056037254892,0.0,-2.2974450015230965,3.0513273672147667,-2.392439808937717,3.1348203112267607
0.005,426038,426038,1.0,0.1356968157769964,0.12743464198029283,0.25201038405024906,0.747989615949751,0.13007994592031696,0.0,-2.2978556174630707,3.0509535129154743,-2.3928657935067674,3.1344646792144824
0.01,426038,426038,1.0,0.13566630206695177,0.12739708664485327,0.2519798703402044,0.7480201296597956,0.1300682098779921,0.0,-2.298266297106206,3.050580798486877,-2.393291834019311,3.134110195395781
0.02,426038,426038,1.0,0.1355512888521681,0.12727972622160463,0.25185546829156086,0.7481445317084392,0.13000483524943784,0.0,-2.299089110663985,3.049837879406221,-2.3941468562254875,3.133403512292986
0.05,426038,426038,1.0,0.13495979231899502,0.12666241039531684,0.25123815246527303,0.748761847534727,0.1296926565235965,0.0,-2.3015876610277566,3.047628138007781,-2.396740125747129,3.1312943527278
