,AG,AU,CU,AL,SN,NI,RB,I,SC,RU,MA,TA,M,P,CF,LC
AG,0.0,0.43113471433687267,0.5541106418839102,0.6059565454865081,0.5935742323902053,0.6161401515532012,0.6354464933096841,0.6444093791591644,0.6408756418752272,0.6357548486056651,0.643186967139757,0.6400295083059363,0.6843027030153265,0.6606329827503507,0.6616400200618157,0.6785736068733285
AU,0.43113471433687267,0.0,0.611400248664476,0.6499408351821463,0.6388693648503162,0.6518410426192394,0.6852266030910018,0.6889505579394394,0.6686829837761585,0.6784174214003645,0.6773217186700644,0.6747188055037099,0.6982847592285445,0.6896859885173052,0.6877888767787818,0.7043497511893714
CU,0.5541106418839102,0.611400248664476,0.0,0.5147341908654725,0.5261747090344155,0.5557031194999358,0.5835613080372386,0.5896008715611998,0.6169886064505515,0.5984542054205625,0.6224031954313534,0.6050720510147156,0.6734663721927212,0.6399254395205379,0.6406097266171814,0.6505676493202505
AL,0.6059565454865081,0.6499408351821463,0.5147341908654725,0.0,0.5660773768067652,0.57137759143601,0.5668367076886942,0.5789606555461436,0.638225136616365,0.5955448047795765,0.6064790660522617,0.6069671281007741,0.6721844038284411,0.6343581866530208,0.6366128399727441,0.6453074536130807
SN,0.5935742323902053,0.6388693648503162,0.5261747090344155,0.5660773768067652,0.0,0.5343799526809279,0.5930097659370781,0.5999836767253693,0.6381882819738034,0.5992374957916421,0.6184618679155052,0.613635611291395,0.6717384763913261,0.6441123375352766,0.6466167992385206,0.6474428883978118
NI,0.6161401515532012,0.6518410426192394,0.5557031194999358,0.57137759143601,0.5343799526809279,0.0,0.5831979452851423,0.5949220776859432,0.6487456217866269,0.6004130926472764,0.6186078782702104,0.6229525884387749,0.6678099187942997,0.6515915681219854,0.6420058962621912,0.6314639036957247
RB,0.6354464933096841,0.6852266030910018,0.5835613080372386,0.5668367076886942,0.5930097659370781,0.5831979452851423,0.0,0.38308452755139394,0.6307023429158585,0.5481530884159364,0.542207085844207,0.5732350855020096,0.6526582621512917,0.6218200293459595,0.6190999900390135,0.5826808291698665
I,0.6444093791591644,0.6889505579394394,0.5896008715611998,0.5789606555461436,0.5999836767253693,0.5949220776859432,0.38308452755139394,0.0,0.6352991370832481,0.5683876643233805,0.5627943802576755,0.5891361253020803,0.6597990706340008,0.6294199216956454,0.6253868366728269,0.612793286847658
SC,0.6408756418752272,0.6686829837761585,0.6169886064505515,0.638225136616365,0.6381882819738034,0.6487456217866269,0.6307023429158585,0.6352991370832481,0.0,0.6158587403524671,0.5870690258458128,0.5055166181824127,0.6836877757672607,0.6182038190738542,0.6478653401931626,0.6631190503301838
RU,0.6357548486056651,0.6784174214003645,0.5984542054205625,0.5955448047795765,0.5992374957916421,0.6004130926472764,0.5481530884159364,0.5683876643233805,0.6158587403524671,0.0,0.5731039965749711,0.572965714533223,0.6617808931861451,0.6147539773150728,0.6105363641969898,0.6124002130349059
MA,0.643186967139757,0.6773217186700644,0.6224031954313534,0.6064790660522617,0.6184618679155052,0.6186078782702104,0.542207085844207,0.5627943802576755,0.5870690258458128,0.5731039965749711,0.0,0.528436455326334,0.674169216100638,0.6304317724053827,0.63070888980342,0.624366991180547
TA,0.6400295083059363,0.6747188055037099,0.6050720510147156,0.6069671281007741,0.613635611291395,0.6229525884387749,0.5732350855020096,0.5891361253020803,0.5055166181824127,0.572965714533223,0.528436455326334,0.0,0.6724648753739138,0.6178029105221707,0.6175676057757129,0.634301717315891
M,0.6843027030153265,0.6982847592285445,0.6734663721927212,0.6721844038284411,0.6717384763913261,0.6678099187942997,0.6526582621512917,0.6597990706340008,0.6836877757672607,0.6617808931861451,0.674169216100638,0.6724648753739138,0.0,0.636540281432173,0.6621302700994592,0.6770732147473997
P,0.6606329827503507,0.6896859885173052,0.6399254395205379,0.6343581866530208,0.6441123375352766,0.6515915681219854,0.6218200293459595,0.6294199216956454,0.6182038190738542,0.6147539773150728,0.6304317724053827,0.6178029105221707,0.636540281432173,0.0,0.6384285163188539,0.6529496079327219
CF,0.6616400200618157,0.6877888767787818,0.6406097266171814,0.6366128399727441,0.6466167992385206,0.6420058962621912,0.6190999900390135,0.6253868366728269,0.6478653401931626,0.6105363641969898,0.63070888980342,0.6175676057757129,0.6621302700994592,0.6384285163188539,0.0,0.6574716631955365
LC,0.6785736068733285,0.7043497511893714,0.6505676493202505,0.6453074536130807,0.6474428883978118,0.6314639036957247,0.5826808291698665,0.612793286847658,0.6631190503301838,0.6124002130349059,0.624366991180547,0.634301717315891,0.6770732147473997,0.6529496079327219,0.6574716631955365,0.0
