,AG,AU,CU,AL,SN,NI,RB,I,SC,RU,MA,TA,M,P,CF,LC
AG,0.0,0.4076582563132182,0.4652098888071817,0.5259694722398933,0.47189089282742874,0.5328769917060577,0.6630041077203404,0.6586048768846294,0.6439993969975641,0.6375511012550775,0.6577696184055356,0.6409753431407905,0.6888590132518745,0.661207042535764,0.6521108029889913,0.5962616677161792
AU,0.4076582563132182,0.0,0.5161444818063621,0.5672718544361389,0.5568066310874483,0.5807747249780824,0.6810651287567261,0.6787717426323333,0.6532677466238953,0.6592242634370775,0.673014030108203,0.6591311910850933,0.6945747695182034,0.6735652299136837,0.6728756817261127,0.6188759521936957
CU,0.4652098888071817,0.5161444818063621,0.0,0.4278134192414846,0.46093757332568697,0.48367364890599823,0.6184733226493332,0.6173364381611424,0.6190916523293709,0.5989715578929266,0.6311417578732726,0.611726481719316,0.6760856526652658,0.6406146591660884,0.6357297506807038,0.5813956418283927
AL,0.5259694722398933,0.5672718544361389,0.4278134192414846,0.0,0.5020469634727298,0.4922570059207608,0.6086557901856811,0.6110812837886934,0.6374175885367817,0.5981749428234217,0.6207594117951193,0.6110910646410918,0.67626660781579,0.6403595418210344,0.631431132474266,0.58398242139103
SN,0.47189089282742874,0.5568066310874483,0.46093757332568697,0.5020469634727298,0.0,0.4806000683949362,0.631564919909661,0.6285473843195133,0.6380479682063509,0.6093099428890837,0.6374441855635526,0.6257528554836889,0.6830832762294726,0.6539690319296015,0.6452620133991314,0.5740847438649282
NI,0.5328769917060577,0.5807747249780824,0.48367364890599823,0.4922570059207608,0.4806000683949362,0.0,0.6163331407472815,0.6221457524053214,0.6485136875066243,0.6030132934036612,0.6267305978339511,0.6216385821201166,0.6757839897219672,0.6511435665435819,0.6356036119962345,0.5660485993672092
RB,0.6630041077203404,0.6810651287567261,0.6184733226493332,0.6086557901856811,0.631564919909661,0.6163331407472815,0.0,0.4061087534103584,0.6370747985659996,0.5663986907727924,0.5588112696522528,0.5890256742259274,0.6574575335210834,0.6309819741619821,0.6328536109611752,0.6181538454269051
I,0.6586048768846294,0.6787717426323333,0.6173364381611424,0.6110812837886934,0.6285473843195133,0.6221457524053214,0.4061087534103584,0.0,0.6422384253545962,0.5853253878711578,0.5824528162070309,0.6051240051359528,0.6650844509064696,0.6391731752586735,0.6399268854072265,0.6353965372766798
SC,0.6439993969975641,0.6532677466238953,0.6190916523293709,0.6374175885367817,0.6380479682063509,0.6485136875066243,0.6370747985659996,0.6422384253545962,0.0,0.6193454428468852,0.5914243164924847,0.5136236135413764,0.681221788430283,0.6190229026940831,0.6515017188880515,0.6501687321380258
RU,0.6375511012550775,0.6592242634370775,0.5989715578929266,0.5981749428234217,0.6093099428890837,0.6030132934036612,0.5663986907727924,0.5853253878711578,0.6193454428468852,0.0,0.5808567386868981,0.5769666978946117,0.6653512088815429,0.6195804627877268,0.6158077593704734,0.6164804578390424
MA,0.6577696184055356,0.673014030108203,0.6311417578732726,0.6207594117951193,0.6374441855635526,0.6267305978339511,0.5588112696522528,0.5824528162070309,0.5914243164924847,0.5808567386868981,0.0,0.5335661850402781,0.673424465311211,0.6387574115500632,0.6357855451045326,0.631389772040967
TA,0.6409753431407905,0.6591311910850933,0.611726481719316,0.6110910646410918,0.6257528554836889,0.6216385821201166,0.5890256742259274,0.6051240051359528,0.5136236135413764,0.5769666978946117,0.5335661850402781,0.0,0.6713416631441385,0.6224532885846786,0.6220713803799302,0.6231490798604501
M,0.6888590132518745,0.6945747695182034,0.6760856526652658,0.67626660781579,0.6830832762294726,0.6757839897219672,0.6574575335210834,0.6650844509064696,0.681221788430283,0.6653512088815429,0.673424465311211,0.6713416631441385,0.0,0.6357286061421605,0.666597147161867,0.6814814393770415
P,0.661207042535764,0.6735652299136837,0.6406146591660884,0.6403595418210344,0.6539690319296015,0.6511435665435819,0.6309819741619821,0.6391731752586735,0.6190229026940831,0.6195804627877268,0.6387574115500632,0.6224532885846786,0.6357286061421605,0.0,0.6446504395050561,0.6574734210585031
CF,0.6521108029889913,0.6728756817261127,0.6357297506807038,0.631431132474266,0.6452620133991314,0.6356036119962345,0.6328536109611752,0.6399268854072265,0.6515017188880515,0.6158077593704734,0.6357855451045326,0.6220713803799302,0.666597147161867,0.6446504395050561,0.0,0.6520849216526017
LC,0.5962616677161792,0.6188759521936957,0.5813956418283927,0.58398242139103,0.5740847438649282,0.5660485993672092,0.6181538454269051,0.6353965372766798,0.6501687321380258,0.6164804578390424,0.631389772040967,0.6231490798604501,0.6814814393770415,0.6574734210585031,0.6520849216526017,0.0
