,AG,AU,CU,AL,SN,NI,RB,I,SC,RU,MA,TA,M,P,CF,LC
AG,0.0,0.3998114761101175,0.5411842490670026,0.6115276929994818,0.593575019090984,0.6218594988423725,0.6458574804737178,0.6517580256499432,0.6489450453670417,0.641619557976403,0.6536780148900527,0.6514422036515533,0.6834162003815966,0.6610049097010543,0.6669711289479194,0.6768378433533077
AU,0.3998114761101175,0.0,0.5956983450060164,0.6503569406805615,0.634084455700944,0.6530908585179408,0.6868596562056245,0.6902698924471395,0.6716141445693058,0.6771537345332653,0.6805994833950951,0.6791664957155807,0.6966180669836882,0.6865331695030142,0.6882982960209388,0.7008745500933755
CU,0.5411842490670026,0.5956983450060164,0.0,0.5207891210299337,0.5224230508461726,0.5590385348776802,0.5921756573957403,0.5955982873137293,0.6244083029782406,0.6028038779838433,0.6277476177590972,0.6179411038655787,0.6728644179700961,0.64021497004549,0.6454444791899522,0.6486827223900388
AL,0.6115276929994818,0.6503569406805615,0.5207891210299337,0.0,0.5633960008342868,0.5709359004763858,0.5713796430847079,0.5830267189528763,0.6410957101356703,0.5985750803500951,0.609827863251679,0.6117055296299497,0.6707741269831291,0.6354273756954186,0.6387393812940285,0.6442596680921474
SN,0.593575019090984,0.634084455700944,0.5224230508461726,0.5633960008342868,0.0,0.53028952105278,0.594066790966684,0.6001779923547622,0.6386989779068661,0.5999101404935134,0.6179549329925653,0.6162197636353095,0.6716585084962791,0.6413211088405184,0.6473956204291013,0.6419230753973626
NI,0.6218594988423725,0.6530908585179408,0.5590385348776802,0.5709359004763858,0.53028952105278,0.0,0.5839278605283101,0.5969581446801806,0.6493695928269051,0.6006288238615292,0.6181261164804953,0.6237116985685612,0.6683191975834153,0.6497222203915533,0.6442453121830326,0.6274034369857704
RB,0.6458574804737178,0.6868596562056245,0.5921756573957403,0.5713796430847079,0.594066790966684,0.5839278605283101,0.0,0.3881281960353532,0.6323540212527421,0.5520181171371609,0.5438890613579693,0.5757379211603845,0.6526681500691506,0.6219216065130705,0.6201581968156691,0.578328846883593
I,0.6517580256499432,0.6902698924471395,0.5955982873137293,0.5830267189528763,0.6001779923547622,0.5969581446801806,0.3881281960353532,0.0,0.6383142831723538,0.5737855518795983,0.566594000124809,0.5925441205051881,0.660342138692235,0.629767084975224,0.6276438381187618,0.6076806148392977
SC,0.6489450453670417,0.6716141445693058,0.6244083029782406,0.6410957101356703,0.6386989779068661,0.6493695928269051,0.6323540212527421,0.6383142831723538,0.0,0.617492549837051,0.5895418001538965,0.508789736420928,0.6801229480810009,0.6160727348310399,0.6480405100063339,0.6613917216365599
RU,0.641619557976403,0.6771537345332653,0.6028038779838433,0.5985750803500951,0.5999101404935134,0.6006288238615292,0.5520181171371609,0.5737855518795983,0.617492549837051,0.0,0.5743378725146554,0.5760639643189776,0.6635043441750539,0.6161543116309043,0.6128899572338468,0.6102103850436831
MA,0.6536780148900527,0.6805994833950951,0.6277476177590972,0.609827863251679,0.6179549329925653,0.6181261164804953,0.5438890613579693,0.566594000124809,0.5895418001538965,0.5743378725146554,0.0,0.5316718237563032,0.6701759484664601,0.6303846360535682,0.6320850308740468,0.62012930370886
TA,0.6514422036515533,0.6791664957155807,0.6179411038655787,0.6117055296299497,0.6162197636353095,0.6237116985685612,0.5757379211603845,0.5925441205051881,0.508789736420928,0.5760639643189776,0.5316718237563032,0.0,0.6700947443303918,0.6171647682202488,0.6195833874856524,0.6316341978910867
M,0.6834162003815966,0.6966180669836882,0.6728644179700961,0.6707741269831291,0.6716585084962791,0.6683191975834153,0.6526681500691506,0.660342138692235,0.6801229480810009,0.6635043441750539,0.6701759484664601,0.6700947443303918,0.0,0.6325594886592618,0.6625051547350862,0.6743601298844004
P,0.6610049097010543,0.6865331695030142,0.64021497004549,0.6354273756954186,0.6413211088405184,0.6497222203915533,0.6219216065130705,0.629767084975224,0.6160727348310399,0.6161543116309043,0.6303846360535682,0.6171647682202488,0.6325594886592618,0.0,0.6394089441570773,0.6502688767897634
CF,0.6669711289479194,0.6882982960209388,0.6454444791899522,0.6387393812940285,0.6473956204291013,0.6442453121830326,0.6201581968156691,0.6276438381187618,0.6480405100063339,0.6128899572338468,0.6320850308740468,0.6195833874856524,0.6625051547350862,0.6394089441570773,0.0,0.6549489357894849
LC,0.6768378433533077,0.7008745500933755,0.6486827223900388,0.6442596680921474,0.6419230753973626,0.6274034369857704,0.578328846883593,0.6076806148392977,0.6613917216365599,0.6102103850436831,0.62012930370886,0.6316341978910867,0.6743601298844004,0.6502688767897634,0.6549489357894849,0.0
